Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,"Hispanic or Latino and Race",Mexican,"23,655","(+/-2,528)","32,504","(+/-4,525)","95,244","(+/-5,590)","43,488","(+/-3,707)"
People,"Hispanic or Latino and Race","Puerto Rican","1,545",(+/-932),"2,996","(+/-1,665)","2,178",(+/-912),"3,231","(+/-1,224)"
People,"Hispanic or Latino and Race",Cuban,353,(+/-287),654,(+/-473),"1,939","(+/-1,659)",691,(+/-767)
People,"Hispanic or Latino and Race","Other Hispanic or Latino","7,164","(+/-1,751)","13,421","(+/-2,991)","40,028","(+/-5,432)","10,808","(+/-3,100)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","719,911","(+/-3,922)","724,452","(+/-5,230)","657,703","(+/-3,473)","685,767","(+/-6,410)"
People,"Place of Birth","Total population","752,628","(+/-4,087)","774,027","(+/-6,136)","797,092","(+/-3,462)","743,985","(+/-7,239)"
People,"Place of Birth",Native,"736,165","(+/-3,926)","742,344","(+/-6,479)","708,769","(+/-5,845)","718,114","(+/-6,886)"
People,"Place of Birth","Born in United States","732,404","(+/-4,000)","736,331","(+/-6,599)","702,628","(+/-5,989)","714,062","(+/-6,986)"
People,"Place of Birth","State of residence","485,997","(+/-8,300)","509,162","(+/-9,933)","383,775","(+/-9,231)","467,861","(+/-9,606)"
People,"Place of Birth","Different state","246,407","(+/-7,973)","227,169","(+/-9,303)","318,853","(+/-9,673)","246,201","(+/-8,776)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","3,761","(+/-1,208)","6,013","(+/-1,685)","6,141","(+/-1,336)","4,052","(+/-1,098)"
People,"Place of Birth","Foreign born","16,463","(+/-2,275)","31,683","(+/-3,540)","88,323","(+/-5,585)","25,871","(+/-2,973)"
People,Ancestry,"Total population","752,628","(+/-4,087)","774,027","(+/-6,136)","797,092","(+/-3,462)","743,985","(+/-7,239)"
People,Ancestry,American,"62,386","(+/-5,826)","50,982","(+/-4,913)","46,506","(+/-5,504)","62,601","(+/-5,569)"
People,Ancestry,Arab,548,(+/-310),424,(+/-412),"1,117",(+/-623),620,(+/-410)
People,Ancestry,Czech,541,(+/-350),"1,426",(+/-813),"2,637","(+/-1,292)","1,045",(+/-597)
People,Ancestry,Danish,"1,081",(+/-607),687,(+/-507),"1,163",(+/-535),660,(+/-419)
People,Ancestry,Dutch,"4,439","(+/-1,064)","3,882","(+/-1,439)","8,435","(+/-2,149)","4,707","(+/-1,611)"
People,Ancestry,English,"113,576","(+/-7,952)","96,323","(+/-7,005)","91,073","(+/-5,081)","85,767","(+/-6,610)"
People,Ancestry,"French (except Basque)","8,195","(+/-1,538)","9,574","(+/-1,868)","10,880","(+/-2,272)","7,195","(+/-1,593)"
People,Ancestry,"French Canadian",604,(+/-481),"1,104",(+/-627),"1,763",(+/-953),796,(+/-439)
People,Ancestry,German,"61,213","(+/-5,450)","64,004","(+/-4,662)","88,952","(+/-7,392)","48,435","(+/-4,829)"
People,Ancestry,Greek,560,(+/-407),647,(+/-636),"1,169",(+/-822),536,(+/-283)
People,Ancestry,Hungarian,122,(+/-122),289,(+/-237),896,(+/-567),342,(+/-263)
People,Ancestry,Irish,"67,145","(+/-5,407)","60,682","(+/-5,219)","72,849","(+/-6,580)","58,105","(+/-4,552)"
People,Ancestry,Italian,"9,862","(+/-2,320)","10,404","(+/-1,854)","14,908","(+/-3,105)","8,950","(+/-2,021)"
People,Ancestry,Lithuanian,400,(+/-468),264,(+/-220),319,(+/-283),152,(+/-166)
People,Ancestry,Norwegian,"1,916",(+/-801),"4,010","(+/-1,351)","4,379","(+/-1,241)","3,179","(+/-1,208)"
People,Ancestry,Polish,"4,489","(+/-1,416)","6,909","(+/-1,901)","7,664","(+/-2,981)","3,343","(+/-1,506)"
People,Ancestry,Portuguese,119,(+/-137),504,(+/-353),723,(+/-425),491,(+/-333)
People,Ancestry,Russian,823,(+/-439),778,(+/-439),"1,079",(+/-644),303,(+/-263)
People,Ancestry,Scotch-Irish,"4,445","(+/-1,114)","7,427","(+/-1,758)","9,509","(+/-2,283)","6,540","(+/-1,355)"
People,Ancestry,Scottish,"12,927","(+/-2,661)","16,629","(+/-3,054)","17,877","(+/-2,704)","11,974","(+/-2,479)"
People,Ancestry,Slovak,35,(+/-46),182,(+/-141),422,(+/-334),43,(+/-76)
People,Ancestry,"Subsaharan African","7,976","(+/-2,326)","9,131","(+/-3,083)","2,614","(+/-1,129)","15,271","(+/-4,612)"
People,Ancestry,Swedish,"2,518",(+/-837),"2,713",(+/-875),"4,629","(+/-1,300)","2,469",(+/-944)
People,Ancestry,Swiss,"1,684","(+/-1,219)","1,391",(+/-828),"1,926",(+/-867),"1,191",(+/-736)
People,Ancestry,Ukrainian,103,(+/-156),554,(+/-417),300,(+/-277),471,(+/-497)
People,Ancestry,Welsh,"2,253",(+/-826),"3,876","(+/-1,545)","3,756","(+/-1,333)","2,463",(+/-730)
People,Ancestry,"West Indian (excluding Hispanic origin groups)",517,(+/-488),"1,650","(+/-1,002)","1,013",(+/-793),443,(+/-298)
People,"Veteran Status","Civilian population 18 years and over","579,116","(+/-3,659)","595,649","(+/-4,695)","606,191","(+/-2,582)","580,015","(+/-5,287)"
People,"Veteran Status","Civilian veterans","42,337","(+/-3,395)","42,926","(+/-2,890)","37,580","(+/-2,954)","41,332","(+/-3,027)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","730,448","(+/-4,269)","763,632","(+/-6,299)","790,972","(+/-3,476)","727,963","(+/-7,241)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","150,068","(+/-5,756)","127,400","(+/-6,393)","111,254","(+/-5,634)","153,424","(+/-6,373)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","171,620","(+/-2,029)","175,320","(+/-2,553)","189,998","(+/-1,584)","163,035","(+/-3,339)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","13,549","(+/-2,177)","10,679","(+/-2,454)","9,943","(+/-1,759)","15,127","(+/-2,554)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","419,203","(+/-3,358)","455,127","(+/-4,301)","485,398","(+/-3,027)","420,117","(+/-5,347)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","79,152","(+/-4,561)","64,451","(+/-4,816)","63,179","(+/-5,244)","79,223","(+/-4,037)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","139,625","(+/-2,422)","133,185","(+/-1,898)","115,576","(+/-2,089)","144,811","(+/-2,484)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","57,367","(+/-3,056)","52,270","(+/-2,892)","38,132","(+/-2,497)","59,074","(+/-3,135)"
People,"Residence 1 Year Ago","Population 1 year and over","744,650","(+/-3,991)","765,644","(+/-5,816)","787,211","(+/-3,574)","736,606","(+/-7,221)"
People,"Residence 1 Year Ago","Same house","648,134","(+/-8,183)","687,868","(+/-9,223)","675,409","(+/-10,498)","654,736","(+/-8,970)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","96,516","(+/-7,367)","77,776","(+/-6,888)","111,802","(+/-10,075)","81,870","(+/-7,102)"
People,"Residence 1 Year Ago","Different house in the U.S.","94,805","(+/-7,233)","75,279","(+/-6,452)","109,374","(+/-9,820)","80,342","(+/-7,096)"
People,"Residence 1 Year Ago","Same county","48,862","(+/-5,820)","38,693","(+/-5,063)","56,913","(+/-8,001)","38,642","(+/-5,889)"
People,"Residence 1 Year Ago","Different county","45,943","(+/-5,576)","36,586","(+/-3,876)","52,461","(+/-5,455)","41,700","(+/-4,228)"
People,"Residence 1 Year Ago","Same state","26,945","(+/-3,295)","23,354","(+/-3,105)","27,846","(+/-4,348)","25,422","(+/-2,561)"
People,"Residence 1 Year Ago","Different state","18,998","(+/-4,461)","13,232","(+/-2,784)","24,615","(+/-4,038)","16,278","(+/-3,218)"
People,"Residence 1 Year Ago",Abroad,"1,711",(+/-767),"2,497","(+/-1,234)","2,428","(+/-1,665)","1,528",(+/-642)
Workers,"Employment Status","Population 16 years and over","602,914","(+/-3,850)","618,213","(+/-4,985)","628,995","(+/-3,342)","602,651","(+/-6,254)"
Workers,"Employment Status","In labor force","332,832","(+/-5,782)","374,718","(+/-7,233)","409,178","(+/-6,366)","324,306","(+/-7,095)"
Workers,"Employment Status","Civilian labor force","331,250","(+/-5,902)","371,852","(+/-7,410)","408,413","(+/-6,293)","323,746","(+/-7,126)"
Workers,"Employment Status",Employed,"313,955","(+/-6,604)","360,200","(+/-7,373)","393,706","(+/-6,869)","307,690","(+/-7,350)"
Workers,"Employment Status",Unemployed,"17,295","(+/-2,738)","11,652","(+/-1,926)","14,707","(+/-2,841)","16,056","(+/-2,214)"
Workers,"Employment Status","Armed Forces","1,582",(+/-762),"2,866",(+/-957),765,(+/-462),560,(+/-401)
Workers,"Employment Status","Not in labor force","270,082","(+/-5,885)","243,495","(+/-7,182)","219,817","(+/-6,792)","278,345","(+/-7,444)"
Workers,"Employment Status","Civilian labor force","331,250","(+/-5,902)","371,852","(+/-7,410)","408,413","(+/-6,293)","323,746","(+/-7,126)"
Workers,"Employment Status","Unemployment Rate",5.2,(+/-0.8),3.1,(+/-0.5),3.6,(+/-0.7),5.0,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","309,060","(+/-6,329)","357,689","(+/-7,468)","389,664","(+/-7,079)","304,537","(+/-7,382)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","240,993","(+/-6,767)","277,077","(+/-8,079)","299,393","(+/-7,908)","247,962","(+/-7,762)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","37,242","(+/-3,930)","30,522","(+/-3,759)","37,383","(+/-4,411)","29,813","(+/-3,540)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",652,(+/-448),"2,711","(+/-1,394)",562,(+/-324),550,(+/-311)
Workers,"Commuting to Work",Walked,"4,849","(+/-1,253)","5,947","(+/-1,619)","4,566","(+/-1,127)","5,876","(+/-1,458)"
Workers,"Commuting to Work","Other means","3,208",(+/-958),"3,241","(+/-1,118)","6,487","(+/-1,745)","3,595","(+/-1,181)"
Workers,"Commuting to Work","Worked from home","22,116","(+/-2,682)","38,191","(+/-4,032)","41,273","(+/-3,477)","16,741","(+/-2,126)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",22.1,(+/-0.8),23.5,(+/-0.7),21.8,(+/-0.7),23.6,(+/-0.9)
Workers,Occupation,"Civilian employed population 16 years and over","313,955","(+/-6,604)","360,200","(+/-7,373)","393,706","(+/-6,869)","307,690","(+/-7,350)"
Workers,Occupation,"Management, business, science, and arts occupations","98,164","(+/-5,392)","150,454","(+/-7,299)","164,944","(+/-6,443)","95,145","(+/-4,932)"
Workers,Occupation,"Service occupations","52,449","(+/-3,717)","54,801","(+/-4,452)","54,833","(+/-3,565)","50,776","(+/-3,439)"
Workers,Occupation,"Sales and office occupations","66,708","(+/-4,284)","80,446","(+/-6,326)","79,169","(+/-4,713)","58,592","(+/-4,088)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","35,699","(+/-2,917)","30,901","(+/-3,529)","35,644","(+/-3,464)","38,439","(+/-3,424)"
Workers,Occupation,"Production, transportation, and material moving occupations","60,935","(+/-3,737)","43,598","(+/-3,769)","59,116","(+/-4,535)","64,738","(+/-4,627)"
Workers,Industry,"Civilian employed population 16 years and over","313,955","(+/-6,604)","360,200","(+/-7,373)","393,706","(+/-6,869)","307,690","(+/-7,350)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","11,262","(+/-1,846)","3,888","(+/-1,076)","4,401","(+/-1,192)","10,359","(+/-1,662)"
Workers,Industry,Construction,"23,776","(+/-2,722)","25,436","(+/-3,019)","30,257","(+/-3,100)","22,052","(+/-2,262)"
Workers,Industry,Manufacturing,"44,733","(+/-3,191)","27,343","(+/-3,540)","52,524","(+/-4,544)","48,336","(+/-4,084)"
Workers,Industry,"Wholesale trade","5,012","(+/-1,033)","6,182","(+/-1,544)","8,283","(+/-1,896)","4,920","(+/-1,402)"
Workers,Industry,"Retail trade","41,446","(+/-3,860)","48,555","(+/-3,580)","61,884","(+/-4,377)","35,801","(+/-3,403)"
Workers,Industry,"Transportation and warehousing, and utilities","22,603","(+/-2,775)","22,470","(+/-2,933)","26,271","(+/-3,265)","21,352","(+/-2,316)"
Workers,Industry,Information,"3,360",(+/-948),"6,365","(+/-1,460)","5,034","(+/-1,373)","2,725",(+/-927)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","17,618","(+/-2,886)","27,246","(+/-3,512)","20,507","(+/-2,401)","12,520","(+/-2,253)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","19,041","(+/-2,362)","36,588","(+/-2,936)","41,616","(+/-4,679)","22,126","(+/-2,532)"
Workers,Industry,"Educational services, and health care and social assistance","76,192","(+/-3,914)","94,830","(+/-5,458)","80,080","(+/-4,573)","73,765","(+/-4,981)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","24,662","(+/-3,008)","23,561","(+/-3,315)","33,485","(+/-3,292)","23,267","(+/-2,350)"
Workers,Industry,"Other services, except public administration","11,158","(+/-1,749)","18,144","(+/-2,422)","20,170","(+/-2,678)","14,549","(+/-2,186)"
Workers,Industry,"Public administration","13,092","(+/-2,116)","19,592","(+/-2,817)","9,194","(+/-1,922)","15,918","(+/-2,116)"
Workers,"Class of Worker","Civilian employed population 16 years and over","313,955","(+/-6,604)","360,200","(+/-7,373)","393,706","(+/-6,869)","307,690","(+/-7,350)"
Workers,"Class of Worker","Private wage and salary workers","245,330","(+/-6,222)","276,941","(+/-7,165)","327,010","(+/-7,491)","234,171","(+/-7,665)"
Workers,"Class of Worker","Government workers","47,053","(+/-4,272)","62,131","(+/-4,758)","39,284","(+/-3,331)","52,230","(+/-4,231)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","21,119","(+/-2,663)","19,720","(+/-2,590)","26,095","(+/-3,193)","20,523","(+/-2,387)"
Workers,"Class of Worker","Unpaid family workers",453,(+/-343),"1,408","(+/-1,023)","1,317",(+/-683),766,(+/-401)
Housing,"Housing Occupancy","Total housing units","353,185","(+/-2,299)","359,625","(+/-2,683)","335,863","(+/-1,438)","360,431","(+/-2,868)"
Housing,"Housing Occupancy","Occupied housing units","302,804","(+/-3,885)","316,010","(+/-4,906)","305,681","(+/-4,062)","308,376","(+/-4,847)"
Housing,"Housing Occupancy","Vacant housing units","50,381","(+/-3,435)","43,615","(+/-4,587)","30,182","(+/-3,928)","52,055","(+/-3,996)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,(+/-0.5),1.2,(+/-0.5),1.0,(+/-0.5),0.9,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",3.8,(+/-1.2),10.0,(+/-1.8),4.6,(+/-1.4),5.7,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","302,804","(+/-3,885)","316,010","(+/-4,906)","305,681","(+/-4,062)","308,376","(+/-4,847)"
Housing,"Housing Tenure",Owner-occupied,"203,457","(+/-4,327)","208,387","(+/-4,957)","191,295","(+/-4,664)","212,899","(+/-4,912)"
Housing,"Housing Tenure",Renter-occupied,"99,347","(+/-3,824)","107,623","(+/-4,647)","114,386","(+/-4,482)","95,477","(+/-4,782)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.46,(+/-0.04),2.55,(+/-0.05),2.67,(+/-0.05),2.43,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.29,(+/-0.07),2.08,(+/-0.08),2.37,(+/-0.07),2.10,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units","302,804","(+/-3,885)","316,010","(+/-4,906)","305,681","(+/-4,062)","308,376","(+/-4,847)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","79,149","(+/-4,529)","98,073","(+/-4,959)","99,189","(+/-5,012)","73,860","(+/-3,779)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","55,867","(+/-3,756)","62,570","(+/-4,015)","65,098","(+/-4,239)","50,813","(+/-4,003)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","65,422","(+/-3,317)","65,130","(+/-4,059)","66,809","(+/-4,423)","69,421","(+/-3,850)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","45,916","(+/-3,372)","44,157","(+/-3,590)","37,881","(+/-3,188)","50,847","(+/-3,434)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","28,223","(+/-2,485)","23,711","(+/-2,323)","22,421","(+/-2,549)","30,934","(+/-2,579)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","28,227","(+/-1,901)","22,369","(+/-2,058)","14,283","(+/-1,646)","32,501","(+/-2,390)"
Housing,Value,"Owner-occupied units","203,457","(+/-4,327)","208,387","(+/-4,957)","191,295","(+/-4,664)","212,899","(+/-4,912)"
Housing,Value,"Less than $50,000","28,133","(+/-2,480)","12,518","(+/-1,821)","8,781","(+/-1,440)","34,175","(+/-2,590)"
Housing,Value,"$50,000 to $99,999","35,582","(+/-2,754)","22,930","(+/-2,240)","10,478","(+/-1,492)","42,872","(+/-2,928)"
Housing,Value,"$100,000 to $149,999","33,648","(+/-3,033)","23,494","(+/-2,712)","15,596","(+/-1,902)","32,170","(+/-2,859)"
Housing,Value,"$150,000 to $199,999","34,172","(+/-3,164)","34,395","(+/-2,882)","18,340","(+/-2,251)","29,298","(+/-2,264)"
Housing,Value,"$200,000 to $299,999","38,380","(+/-2,816)","51,856","(+/-3,344)","45,263","(+/-3,317)","40,164","(+/-3,407)"
Housing,Value,"$300,000 to $499,999","25,771","(+/-2,510)","43,894","(+/-3,274)","56,879","(+/-3,542)","23,842","(+/-2,509)"
Housing,Value,"$500,000 to $999,999","6,630","(+/-1,445)","16,309","(+/-2,007)","28,021","(+/-2,092)","8,288","(+/-1,250)"
Housing,Value,"$1,000,000 or more","1,141",(+/-558),"2,991",(+/-836),"7,937","(+/-1,654)","2,090",(+/-759)
Housing,Value,"Median (dollars)","155,600","(+/-4,648)","218,700","(+/-6,055)","293,100","(+/-8,007)","144,000","(+/-7,415)"
Housing,"Mortgage Status","Owner-occupied units","203,457","(+/-4,327)","208,387","(+/-4,957)","191,295","(+/-4,664)","212,899","(+/-4,912)"
Housing,"Mortgage Status","Housing units with a mortgage","99,524","(+/-4,340)","124,336","(+/-4,546)","113,106","(+/-4,667)","92,258","(+/-4,209)"
Housing,"Mortgage Status","Housing units without a mortgage","103,933","(+/-4,034)","84,051","(+/-3,730)","78,189","(+/-3,885)","120,641","(+/-3,787)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","99,524","(+/-4,340)","124,336","(+/-4,546)","113,106","(+/-4,667)","92,258","(+/-4,209)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,602",(+/-523),"1,580",(+/-655),895,(+/-532),"2,998",(+/-846)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","33,886","(+/-2,811)","27,118","(+/-3,167)","17,187","(+/-2,277)","33,195","(+/-3,032)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","37,189","(+/-2,936)","41,788","(+/-3,304)","35,471","(+/-3,411)","31,112","(+/-2,810)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","15,756","(+/-2,036)","26,461","(+/-2,936)","26,127","(+/-2,412)","14,485","(+/-1,794)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","5,577","(+/-1,100)","14,508","(+/-2,171)","14,386","(+/-2,050)","4,448","(+/-1,068)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","1,863",(+/-555),"6,386","(+/-1,782)","9,549","(+/-1,724)","2,175",(+/-746)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","3,651","(+/-1,164)","6,495","(+/-1,317)","9,491","(+/-1,512)","3,845","(+/-1,009)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,175",(+/-31),"1,396",(+/-36),"1,554",(+/-50),"1,134",(+/-32)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","103,933","(+/-4,034)","84,051","(+/-3,730)","78,189","(+/-3,885)","120,641","(+/-3,787)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","18,367","(+/-2,373)","8,849","(+/-1,760)","6,431","(+/-1,464)","20,069","(+/-2,372)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","31,341","(+/-2,436)","23,014","(+/-2,314)","19,864","(+/-2,556)","41,011","(+/-3,042)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","33,064","(+/-2,582)","27,917","(+/-2,694)","27,399","(+/-2,269)","36,732","(+/-2,992)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,056","(+/-1,756)","13,965","(+/-1,784)","11,707","(+/-1,738)","14,138","(+/-1,807)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","4,960","(+/-1,282)","4,499",(+/-876),"5,259","(+/-1,422)","4,379",(+/-863)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","3,145",(+/-803),"5,807","(+/-1,090)","7,529","(+/-1,121)","4,312","(+/-1,085)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",412,(+/-15),465,(+/-14),482,(+/-13),397,(+/-10)
Housing,"Gross Rent","Occupied units paying rent","86,853","(+/-3,747)","100,931","(+/-4,690)","109,224","(+/-4,671)","83,157","(+/-4,343)"
Housing,"Gross Rent","Less than $500","14,854","(+/-1,737)","6,666","(+/-1,657)","5,926","(+/-1,409)","13,195","(+/-1,587)"
Housing,"Gross Rent","$500 to $999","48,231","(+/-3,432)","43,975","(+/-3,639)","38,636","(+/-3,392)","49,635","(+/-3,854)"
Housing,"Gross Rent","$1,000 to $1,499","20,986","(+/-2,714)","35,190","(+/-3,877)","38,508","(+/-3,771)","17,059","(+/-2,535)"
Housing,"Gross Rent","$1,500 to $1,999","1,744",(+/-630),"11,341","(+/-1,888)","19,232","(+/-2,673)","1,959",(+/-801)
Housing,"Gross Rent","$2,000 to $2,499",751,(+/-474),"1,305",(+/-733),"4,040","(+/-1,465)",529,(+/-407)
Housing,"Gross Rent","$2,500 to $2,999",0,(+/-208),984,(+/-492),"1,781","(+/-1,028)",78,(+/-119)
Housing,"Gross Rent","$3,000 or more",287,(+/-211),"1,470","(+/-1,015)","1,101",(+/-510),702,(+/-386)
Housing,"Gross Rent","Median (dollars)",829,(+/-22),999,(+/-30),"1,123",(+/-30),807,(+/-26)
Housing,"Gross Rent","No rent paid","12,494","(+/-1,789)","6,692","(+/-1,489)","5,162","(+/-1,228)","12,320","(+/-1,714)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","302,804","(+/-3,885)","316,010","(+/-4,906)","305,681","(+/-4,062)","308,376","(+/-4,847)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","19,887","(+/-2,487)","17,695","(+/-2,615)","12,966","(+/-1,980)","27,573","(+/-2,842)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","19,985","(+/-2,187)","10,664","(+/-1,985)","11,102","(+/-1,550)","22,326","(+/-2,658)"
