Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","88,447","(+/-4,698)","78,530","(+/-4,652)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","51,207","(+/-3,507)","51,963","(+/-3,209)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","27,243","(+/-2,206)","28,153","(+/-2,160)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","19,894","(+/-1,990)","26,395","(+/-2,104)"
Housing,Value,"Owner-occupied units","285,846","(+/-4,546)","245,785","(+/-4,868)"
Housing,Value,"Less than $50,000","11,061","(+/-1,631)","9,910","(+/-1,309)"
Housing,Value,"$50,000 to $99,999","5,675","(+/-1,122)","7,448","(+/-1,416)"
Housing,Value,"$100,000 to $149,999","5,264","(+/-1,140)","6,430","(+/-1,181)"
Housing,Value,"$150,000 to $199,999","7,110","(+/-1,349)","9,920","(+/-1,425)"
Housing,Value,"$200,000 to $299,999","29,593","(+/-2,414)","38,587","(+/-3,221)"
Housing,Value,"$300,000 to $499,999","107,961","(+/-4,914)","92,563","(+/-4,797)"
Housing,Value,"$500,000 to $999,999","100,998","(+/-4,115)","67,902","(+/-3,508)"
Housing,Value,"$1,000,000 or more","18,184","(+/-2,187)","13,025","(+/-1,413)"
Housing,Value,"Median (dollars)","453,000","(+/-7,488)","399,100","(+/-7,821)"
Housing,"Mortgage Status","Owner-occupied units","285,846","(+/-4,546)","245,785","(+/-4,868)"
Housing,"Mortgage Status","Housing units with a mortgage","177,730","(+/-4,917)","148,958","(+/-4,692)"
Housing,"Mortgage Status","Housing units without a mortgage","108,116","(+/-4,039)","96,827","(+/-3,668)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","177,730","(+/-4,917)","148,958","(+/-4,692)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","2,752",(+/-813),"1,294",(+/-495)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","18,433","(+/-2,018)","19,449","(+/-1,999)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","44,327","(+/-2,831)","43,811","(+/-3,033)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","44,728","(+/-3,443)","37,456","(+/-2,750)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","30,649","(+/-2,545)","21,830","(+/-2,275)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","16,878","(+/-1,936)","11,524","(+/-1,688)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","19,963","(+/-1,972)","13,594","(+/-1,887)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,750",(+/-34),"1,617",(+/-30)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","108,116","(+/-4,039)","96,827","(+/-3,668)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","9,437","(+/-1,320)","7,739","(+/-1,306)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","26,539","(+/-2,673)","22,132","(+/-2,140)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","37,830","(+/-2,664)","35,694","(+/-2,301)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","20,616","(+/-2,319)","17,474","(+/-1,864)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","7,079","(+/-1,137)","7,290","(+/-1,244)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","6,615","(+/-1,180)","6,498","(+/-1,179)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",482,(+/-10),494,(+/-11)
Housing,"Gross Rent","Occupied units paying rent","82,307","(+/-3,874)","105,231","(+/-4,950)"
Housing,"Gross Rent","Less than $500","4,799","(+/-1,021)","7,272","(+/-1,483)"
Housing,"Gross Rent","$500 to $999","19,935","(+/-2,026)","27,787","(+/-2,669)"
Housing,"Gross Rent","$1,000 to $1,499","24,065","(+/-2,342)","36,421","(+/-3,302)"
Housing,"Gross Rent","$1,500 to $1,999","17,507","(+/-2,096)","24,122","(+/-2,646)"
Housing,"Gross Rent","$2,000 to $2,499","10,697","(+/-1,812)","6,749","(+/-1,398)"
Housing,"Gross Rent","$2,500 to $2,999","3,094",(+/-947),"1,414",(+/-590)
Housing,"Gross Rent","$3,000 or more","2,210",(+/-838),"1,466",(+/-638)
Housing,"Gross Rent","Median (dollars)","1,349",(+/-43),"1,200",(+/-26)
Housing,"Gross Rent","No rent paid","6,304","(+/-1,192)","7,771","(+/-1,306)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","374,457","(+/-4,221)","358,787","(+/-4,178)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","13,788","(+/-2,022)","14,454","(+/-1,933)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","8,693","(+/-1,473)","10,828","(+/-1,477)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","22,184","(+/-2,393)","22,351","(+/-2,365)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","25,937","(+/-2,770)","27,680","(+/-2,725)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","42,013","(+/-2,991)","42,315","(+/-3,389)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","70,146","(+/-3,697)","66,505","(+/-3,433)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","53,720","(+/-3,547)","50,356","(+/-3,695)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","70,950","(+/-3,596)","65,861","(+/-4,267)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","33,796","(+/-2,793)","28,383","(+/-2,546)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","33,230","(+/-2,544)","30,054","(+/-2,268)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","76,925","(+/-1,683)","73,251","(+/-1,549)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","100,330","(+/-2,451)","96,903","(+/-2,177)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","995,919","(+/-5,193)","942,104","(+/-5,312)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","896,983","(+/-9,230)","869,439","(+/-7,292)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","676,615","(+/-11,926)","656,048","(+/-10,549)"
Socioeconomic,"Health Insurance Coverage","With public coverage","358,026","(+/-9,506)","334,668","(+/-10,108)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","98,936","(+/-8,058)","72,665","(+/-5,812)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","252,550","(+/-3,416)","244,694","(+/-3,782)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","22,878","(+/-3,948)","9,891","(+/-2,022)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.1,(+/-0.8),7.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.2,(+/-1.5),9.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.0,(+/-4.3),8.7,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.5,(+/-0.7),5.0,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.9,(+/-1.3),5.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.4,(+/-2.3),3.5,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",16.0,(+/-3.4),16.7,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.6,(+/-5.7),23.9,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.8,(+/-16.6),29.8,(+/-16.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.5,(+/-0.9),10.7,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.1,(+/-2.1),11.9,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.9,(+/-2.1),11.5,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.4,(+/-3.4),12.8,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.5,(+/-2.1),11.1,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.0,(+/-0.8),10.4,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.9,(+/-1.3),8.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.9,(+/-1.0),7.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.6,(+/-2.0),25.2,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","237,601","(+/-4,738)","251,758","(+/-5,433)"
Education,"School Enrollment","Nursery school, preschool","12,623","(+/-2,061)","11,993","(+/-1,560)"
Education,"School Enrollment",Kindergarten,"10,662","(+/-1,735)","10,764","(+/-1,519)"
Education,"School Enrollment","Elementary school (grades 1-8)","110,064","(+/-3,049)","102,433","(+/-3,226)"
Education,"School Enrollment","High school (grades 9-12)","58,537","(+/-2,703)","56,210","(+/-2,901)"
Education,"School Enrollment","College or graduate school","45,715","(+/-3,709)","70,358","(+/-3,581)"
Education,"Educational Attainment","Population 25 years and over","685,141","(+/-5,149)","620,563","(+/-5,290)"
Education,"Educational Attainment","Less than 9th grade","17,751","(+/-2,267)","21,100","(+/-2,751)"
Education,"Educational Attainment","9th to 12th grade, no diploma","34,755","(+/-2,812)","28,765","(+/-2,892)"
Education,"Educational Attainment","High school graduate (includes equivalency)","189,667","(+/-7,389)","148,949","(+/-5,818)"
Education,"Educational Attainment","Some college, no degree","168,919","(+/-6,835)","152,174","(+/-6,731)"
Education,"Educational Attainment","Associate's degree","64,300","(+/-3,893)","59,637","(+/-4,027)"
Education,"Educational Attainment","Bachelor's degree","140,839","(+/-5,698)","140,960","(+/-5,415)"
Education,"Educational Attainment","Graduate or professional degree","68,910","(+/-3,935)","68,978","(+/-4,293)"
Education,"Educational Attainment","Percent high school graduate or higher",92.3,(+/-0.5),92.0,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",30.6,(+/-0.9),33.8,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","276,334",G,"395,501",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","2,374",H,"1,062",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","1,887",G,888,H
Business,"Paid employees for pay period including March 12",Utilities,"1,056",H,"2,958",J
Business,"Paid employees for pay period including March 12",Construction,"33,250",G,"26,356",G
Business,"Paid employees for pay period including March 12",Manufacturing,"31,809",G,"36,034",G
Business,"Paid employees for pay period including March 12","Wholesale trade","11,872",G,"20,496",G
Business,"Paid employees for pay period including March 12","Retail trade","40,359",G,"53,980",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,146",G,"14,320",G
Business,"Paid employees for pay period including March 12",Information,"4,436",G,"13,067",G
Business,"Paid employees for pay period including March 12","Finance and insurance","10,241",G,"13,239",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,760",G,"6,862",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","13,753",G,"28,082",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","2,279",G,"8,626",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,018",G,"22,420",G
Business,"Paid employees for pay period including March 12","Educational services","4,748",G,"13,590",H
