Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,"Place of Birth","Born in United States","660,790","(+/-5,834)","666,870","(+/-4,722)"
People,"Place of Birth","State of residence","367,431","(+/-9,566)","454,716","(+/-6,668)"
People,"Place of Birth","Different state","293,359","(+/-8,703)","212,154","(+/-5,788)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,579","(+/-1,613)","6,035","(+/-1,067)"
People,"Place of Birth","Foreign born","30,971","(+/-3,477)","22,477","(+/-2,085)"
People,Ancestry,"Total population","700,340","(+/-4,722)","695,382","(+/-4,722)"
People,Ancestry,American,"32,798","(+/-3,776)","54,219","(+/-4,664)"
People,Ancestry,Arab,"3,190","(+/-1,755)","1,356",(+/-632)
People,Ancestry,Czech,"1,307",(+/-617),560,(+/-348)
People,Ancestry,Danish,"3,920","(+/-1,261)","1,176",(+/-398)
People,Ancestry,Dutch,"5,397","(+/-1,362)","3,572",(+/-865)
People,Ancestry,English,"150,816","(+/-8,237)","139,381","(+/-5,704)"
People,Ancestry,"French (except Basque)","62,701","(+/-4,808)","80,617","(+/-5,862)"
People,Ancestry,"French Canadian","39,187","(+/-4,120)","42,577","(+/-3,740)"
People,Ancestry,German,"59,452","(+/-4,590)","46,794","(+/-4,178)"
People,Ancestry,Greek,"5,942","(+/-1,974)","1,669",(+/-787)
People,Ancestry,Hungarian,"3,001",(+/-974),"1,505",(+/-585)
People,Ancestry,Irish,"129,427","(+/-7,321)","100,166","(+/-6,897)"
People,Ancestry,Italian,"48,541","(+/-4,845)","30,145","(+/-4,460)"
People,Ancestry,Lithuanian,"2,478","(+/-1,049)","2,184",(+/-826)
People,Ancestry,Norwegian,"4,094",(+/-904),"4,882","(+/-1,255)"
People,Ancestry,Polish,"17,308","(+/-2,676)","12,250","(+/-1,871)"
People,Ancestry,Portuguese,"3,445","(+/-1,160)","2,031",(+/-564)
People,Ancestry,Russian,"4,175","(+/-1,055)","3,027","(+/-1,233)"
People,Ancestry,Scotch-Irish,"12,914","(+/-2,879)","9,421","(+/-1,772)"
People,Ancestry,Scottish,"32,869","(+/-3,798)","28,208","(+/-3,809)"
People,Ancestry,Slovak,769,(+/-457),"1,124",(+/-600)
People,Ancestry,"Subsaharan African","7,308","(+/-2,230)","4,782","(+/-1,525)"
People,Ancestry,Swedish,"12,073","(+/-2,676)","7,166","(+/-1,622)"
People,Ancestry,Swiss,"1,281",(+/-522),997,(+/-936)
People,Ancestry,Ukrainian,"2,364",(+/-742),"1,785",(+/-662)
People,Ancestry,Welsh,"6,056","(+/-1,687)","4,607","(+/-1,183)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",708,(+/-860),"1,427",(+/-648)
People,"Veteran Status","Civilian population 18 years and over","577,748","(+/-3,374)","570,749","(+/-3,334)"
People,"Veteran Status","Civilian veterans","42,595","(+/-2,834)","48,897","(+/-2,736)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","691,683","(+/-4,774)","686,639","(+/-4,688)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","90,763","(+/-5,576)","126,888","(+/-5,177)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","121,304","(+/-2,177)","124,138","(+/-2,444)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","8,174","(+/-1,803)","10,399","(+/-1,371)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","415,644","(+/-3,146)","408,028","(+/-3,050)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","42,512","(+/-3,774)","66,335","(+/-4,260)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","154,735","(+/-1,628)","154,473","(+/-1,504)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","40,077","(+/-3,020)","50,154","(+/-2,569)"
People,"Residence 1 Year Ago","Population 1 year and over","695,720","(+/-4,930)","689,842","(+/-4,727)"
People,"Residence 1 Year Ago","Same house","624,403","(+/-7,305)","613,784","(+/-6,102)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","71,317","(+/-6,308)","76,058","(+/-6,374)"
People,"Residence 1 Year Ago","Different house in the U.S.","68,294","(+/-6,034)","74,416","(+/-6,275)"
People,"Residence 1 Year Ago","Same county","29,240","(+/-4,310)","39,631","(+/-4,561)"
People,"Residence 1 Year Ago","Different county","39,054","(+/-5,024)","34,785","(+/-4,223)"
People,"Residence 1 Year Ago","Same state","17,353","(+/-3,224)","18,397","(+/-3,257)"
People,"Residence 1 Year Ago","Different state","21,701","(+/-3,316)","16,388","(+/-3,038)"
People,"Residence 1 Year Ago",Abroad,"3,023","(+/-1,358)","1,642",(+/-860)
Workers,"Employment Status","Population 16 years and over","594,125","(+/-3,533)","586,558","(+/-3,718)"
Workers,"Employment Status","In labor force","390,595","(+/-6,660)","342,703","(+/-4,991)"
Workers,"Employment Status","Civilian labor force","389,400","(+/-6,635)","342,451","(+/-4,987)"
Workers,"Employment Status",Employed,"378,515","(+/-6,398)","330,145","(+/-5,217)"
Workers,"Employment Status",Unemployed,"10,885","(+/-2,030)","12,306","(+/-1,696)"
Workers,"Employment Status","Armed Forces","1,195",(+/-520),252,(+/-190)
Workers,"Employment Status","Not in labor force","203,530","(+/-6,087)","243,855","(+/-4,584)"
Workers,"Employment Status","Civilian labor force","389,400","(+/-6,635)","342,451","(+/-4,987)"
Workers,"Employment Status","Unemployment Rate",2.8,(+/-0.5),3.6,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","371,955","(+/-6,207)","323,791","(+/-5,406)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","259,119","(+/-6,861)","243,170","(+/-5,508)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","26,179","(+/-3,527)","28,262","(+/-2,765)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","4,522","(+/-1,191)",966,(+/-475)
Workers,"Commuting to Work",Walked,"12,555","(+/-2,048)","10,688","(+/-2,044)"
Workers,"Commuting to Work","Other means","6,164","(+/-1,139)","4,604",(+/-958)
Workers,"Commuting to Work","Worked from home","63,416","(+/-4,110)","36,101","(+/-2,640)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.9,(+/-0.6),24.7,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over","378,515","(+/-6,398)","330,145","(+/-5,217)"
Workers,Occupation,"Management, business, science, and arts occupations","179,750","(+/-5,880)","124,661","(+/-4,754)"
Workers,Occupation,"Service occupations","56,436","(+/-3,648)","58,718","(+/-3,857)"
Workers,Occupation,"Sales and office occupations","68,511","(+/-3,876)","67,152","(+/-3,485)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","32,954","(+/-2,939)","34,664","(+/-2,701)"
Workers,Occupation,"Production, transportation, and material moving occupations","40,864","(+/-3,276)","44,950","(+/-2,932)"
Workers,Industry,"Civilian employed population 16 years and over","378,515","(+/-6,398)","330,145","(+/-5,217)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","7,032","(+/-1,488)","9,788","(+/-1,691)"
Workers,Industry,Construction,"25,213","(+/-3,013)","26,639","(+/-2,491)"
Workers,Industry,Manufacturing,"35,427","(+/-3,193)","28,411","(+/-2,396)"
Workers,Industry,"Wholesale trade","6,067","(+/-1,584)","4,727",(+/-877)
Workers,Industry,"Retail trade","44,882","(+/-4,221)","44,585","(+/-3,615)"
Workers,Industry,"Transportation and warehousing, and utilities","15,585","(+/-2,128)","15,541","(+/-1,740)"
Workers,Industry,Information,"7,418","(+/-1,367)","4,874","(+/-1,040)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","26,815","(+/-2,971)","15,750","(+/-2,018)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","50,254","(+/-3,858)","28,621","(+/-2,952)"
Workers,Industry,"Educational services, and health care and social assistance","97,148","(+/-5,312)","91,822","(+/-4,066)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","30,746","(+/-3,089)","28,973","(+/-2,825)"
Workers,Industry,"Other services, except public administration","17,810","(+/-2,807)","14,597","(+/-1,640)"
Workers,Industry,"Public administration","14,118","(+/-2,221)","15,817","(+/-1,968)"
Workers,"Class of Worker","Civilian employed population 16 years and over","378,515","(+/-6,398)","330,145","(+/-5,217)"
Workers,"Class of Worker","Private wage and salary workers","295,016","(+/-7,917)","253,139","(+/-5,555)"
Workers,"Class of Worker","Government workers","48,194","(+/-3,837)","51,843","(+/-3,310)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","34,537","(+/-3,298)","24,591","(+/-2,037)"
Workers,"Class of Worker","Unpaid family workers",768,(+/-539),572,(+/-298)
Housing,"Housing Occupancy","Total housing units","365,932","(+/-2,308)","391,492","(+/-1,898)"
Housing,"Housing Occupancy","Occupied housing units","306,842","(+/-4,347)","309,243","(+/-4,397)"
Housing,"Housing Occupancy","Vacant housing units","59,090","(+/-3,742)","82,249","(+/-4,142)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.7,(+/-0.3),0.5,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",4.4,(+/-1.5),3.9,(+/-1.3)
Housing,"Housing Tenure","Occupied housing units","306,842","(+/-4,347)","309,243","(+/-4,397)"
Housing,"Housing Tenure",Owner-occupied,"227,792","(+/-4,643)","230,652","(+/-4,820)"
Housing,"Housing Tenure",Renter-occupied,"79,050","(+/-3,981)","78,591","(+/-4,518)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.32,(+/-0.04),2.27,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.91,(+/-0.06),1.91,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","306,842","(+/-4,347)","309,243","(+/-4,397)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","64,375","(+/-3,763)","64,616","(+/-3,788)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","61,593","(+/-4,160)","54,245","(+/-3,398)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","70,837","(+/-4,024)","66,127","(+/-3,223)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","49,422","(+/-3,052)","54,891","(+/-3,401)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","29,874","(+/-2,778)","29,803","(+/-2,057)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","30,741","(+/-2,139)","39,561","(+/-2,159)"
Housing,Value,"Owner-occupied units","227,792","(+/-4,643)","230,652","(+/-4,820)"
Housing,Value,"Less than $50,000","8,212","(+/-1,471)","17,590","(+/-2,246)"
Housing,Value,"$50,000 to $99,999","4,966","(+/-1,108)","27,625","(+/-2,285)"
Housing,Value,"$100,000 to $149,999","5,835","(+/-1,081)","24,676","(+/-2,100)"
Housing,Value,"$150,000 to $199,999","11,474","(+/-1,605)","30,552","(+/-2,546)"
Housing,Value,"$200,000 to $299,999","33,131","(+/-3,180)","56,450","(+/-3,213)"
Housing,Value,"$300,000 to $499,999","84,968","(+/-4,393)","51,455","(+/-3,342)"
Housing,Value,"$500,000 to $999,999","64,471","(+/-3,931)","19,773","(+/-2,089)"
Housing,Value,"$1,000,000 or more","14,735","(+/-1,541)","2,531",(+/-523)
Housing,Value,"Median (dollars)","412,800","(+/-9,761)","226,200","(+/-5,349)"
Housing,"Mortgage Status","Owner-occupied units","227,792","(+/-4,643)","230,652","(+/-4,820)"
Housing,"Mortgage Status","Housing units with a mortgage","138,424","(+/-4,591)","118,658","(+/-4,093)"
Housing,"Mortgage Status","Housing units without a mortgage","89,368","(+/-3,429)","111,994","(+/-4,067)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","138,424","(+/-4,591)","118,658","(+/-4,093)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",208,(+/-147),"1,366",(+/-399)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","9,029","(+/-1,575)","21,389","(+/-2,044)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","29,617","(+/-3,218)","39,822","(+/-3,145)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","34,841","(+/-2,559)","29,321","(+/-1,913)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","27,358","(+/-2,606)","14,593","(+/-2,114)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","14,931","(+/-1,798)","6,656","(+/-1,363)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","22,440","(+/-2,714)","5,511","(+/-1,182)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,927",(+/-52),"1,458",(+/-31)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","89,368","(+/-3,429)","111,994","(+/-4,067)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,585",(+/-567),"6,230",(+/-837)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","5,715","(+/-1,059)","18,563","(+/-1,440)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","19,684","(+/-2,396)","36,183","(+/-2,795)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","22,088","(+/-2,329)","25,770","(+/-2,216)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","15,242","(+/-1,649)","14,058","(+/-1,970)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","25,054","(+/-2,238)","11,190","(+/-1,409)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",765,(+/-19),574,(+/-10)
Housing,"Gross Rent","Occupied units paying rent","74,742","(+/-3,977)","70,815","(+/-4,070)"
Housing,"Gross Rent","Less than $500","5,139","(+/-1,147)","9,993","(+/-1,555)"
Housing,"Gross Rent","$500 to $999","11,179","(+/-1,722)","26,961","(+/-2,778)"
Housing,"Gross Rent","$1,000 to $1,499","23,102","(+/-2,531)","23,292","(+/-2,348)"
Housing,"Gross Rent","$1,500 to $1,999","18,828","(+/-2,543)","6,115","(+/-1,338)"
Housing,"Gross Rent","$2,000 to $2,499","9,081","(+/-1,844)","2,459","(+/-1,079)"
Housing,"Gross Rent","$2,500 to $2,999","3,856","(+/-1,370)","1,479",(+/-830)
Housing,"Gross Rent","$3,000 or more","3,557",(+/-744),516,(+/-309)
Housing,"Gross Rent","Median (dollars)","1,457",(+/-51),981,(+/-26)
Housing,"Gross Rent","No rent paid","4,308","(+/-1,003)","7,776","(+/-1,306)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","306,842","(+/-4,347)","309,243","(+/-4,397)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","12,362","(+/-2,680)","14,548","(+/-1,727)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","6,244","(+/-1,455)","15,777","(+/-1,735)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","15,837","(+/-2,137)","27,443","(+/-2,324)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","18,334","(+/-2,336)","24,597","(+/-2,555)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","29,780","(+/-2,619)","39,935","(+/-3,128)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","48,986","(+/-3,385)","58,506","(+/-3,619)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","40,725","(+/-3,237)","41,932","(+/-3,093)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","68,113","(+/-3,805)","51,262","(+/-2,950)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","28,653","(+/-2,568)","18,773","(+/-1,899)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","37,808","(+/-3,188)","16,470","(+/-1,511)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","86,981","(+/-2,256)","61,748","(+/-1,539)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","112,864","(+/-3,542)","81,572","(+/-1,718)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","691,683","(+/-4,774)","686,639","(+/-4,688)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","658,470","(+/-5,183)","638,357","(+/-6,727)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","505,112","(+/-9,902)","424,950","(+/-7,962)"
Socioeconomic,"Health Insurance Coverage","With public coverage","254,479","(+/-7,090)","322,525","(+/-8,200)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","33,213","(+/-3,555)","48,282","(+/-4,479)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","128,996","(+/-2,399)","132,160","(+/-2,738)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,968","(+/-1,503)","7,100","(+/-1,699)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.1,(+/-0.9),8.5,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.9,(+/-2.2),13.3,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.3,(+/-3.2),16.4,(+/-5.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.4,(+/-0.7),4.2,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.3,(+/-1.3),4.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.8,(+/-3.0),2.8,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.6,(+/-4.7),25.0,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",27.9,(+/-8.0),32.1,(+/-5.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.2,(+/-15.5),53.3,(+/-17.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.8,(+/-1.0),13.0,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.1,(+/-2.6),15.1,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.9,(+/-2.6),14.6,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",6.3,(+/-2.8),17.2,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.0,(+/-3.0),13.7,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.3,(+/-0.9),12.5,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,(+/-1.3),11.2,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.3,(+/-1.1),8.5,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",15.3,(+/-1.6),26.0,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school","140,930","(+/-4,484)","137,400","(+/-3,788)"
Education,"School Enrollment","Nursery school, preschool","8,623","(+/-1,570)","6,201",(+/-993)
Education,"School Enrollment",Kindergarten,"7,387","(+/-1,649)","7,605","(+/-1,159)"
Education,"School Enrollment","Elementary school (grades 1-8)","53,492","(+/-2,652)","55,573","(+/-2,634)"
Education,"School Enrollment","High school (grades 9-12)","30,875","(+/-2,201)","30,021","(+/-1,596)"
Education,"School Enrollment","College or graduate school","40,553","(+/-3,412)","38,000","(+/-2,600)"
Education,"Educational Attainment","Population 25 years and over","525,469","(+/-3,291)","513,991","(+/-3,222)"
Education,"Educational Attainment","Less than 9th grade","6,711","(+/-1,636)","11,993","(+/-1,750)"
Education,"Educational Attainment","9th to 12th grade, no diploma","12,671","(+/-1,796)","21,532","(+/-2,392)"
Education,"Educational Attainment","High school graduate (includes equivalency)","127,827","(+/-5,979)","177,407","(+/-5,886)"
Education,"Educational Attainment","Some college, no degree","86,442","(+/-5,079)","100,839","(+/-4,429)"
Education,"Educational Attainment","Associate's degree","51,977","(+/-3,908)","57,518","(+/-3,747)"
Education,"Educational Attainment","Bachelor's degree","149,601","(+/-6,012)","92,053","(+/-4,367)"
Education,"Educational Attainment","Graduate or professional degree","90,240","(+/-4,954)","52,649","(+/-3,160)"
Education,"Educational Attainment","Percent high school graduate or higher",96.3,(+/-0.5),93.5,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",45.6,(+/-1.2),28.2,(+/-0.9)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","292,889",G,"226,620",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",859,G,"2,293",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",103,G,93,H
Business,"Paid employees for pay period including March 12",Utilities,756,H,"1,699",H
Business,"Paid employees for pay period including March 12",Construction,"16,661",G,"12,942",G
Business,"Paid employees for pay period including March 12",Manufacturing,"32,928",H,"22,919",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,939",G,"7,725",G
Business,"Paid employees for pay period including March 12","Retail trade","43,212",G,"40,880",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","8,309",G,"8,469",G
Business,"Paid employees for pay period including March 12",Information,"4,804",H,"4,436",G
Business,"Paid employees for pay period including March 12","Finance and insurance","20,052",H,"9,197",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,955",G,"2,921",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","17,059",G,"8,423",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","10,275",H,"3,169",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","12,610",G,"8,214",G
Business,"Paid employees for pay period including March 12","Educational services","11,434",G,"7,102",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","54,630",G,"52,538",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,536",G,"3,091",G
