Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
People,"Sex and Age","85 years and over","13,201","(+/-1,715)","17,319","(+/-1,573)","14,909","(+/-1,676)","13,671","(+/-1,239)","13,328","(+/-1,564)","15,379","(+/-1,324)","15,222","(+/-1,427)","15,210","(+/-1,756)"
People,"Sex and Age","Median age (years)",37.2,(+/-0.6),42.6,(+/-0.6),39.6,(+/-0.5),39.1,(+/-0.6),37.1,(+/-0.4),39.9,(+/-0.5),38.8,(+/-0.3),40.4,(+/-0.5)
People,"Sex and Age","18 years and over","588,453","(+/-6,782)","596,955","(+/-8,545)","619,448","(+/-7,968)","607,064","(+/-5,923)","591,104","(+/-5,691)","605,510","(+/-5,036)","613,541","(+/-2,686)","602,742","(+/-4,567)"
People,"Sex and Age","65 years and over","128,143","(+/-3,092)","153,644","(+/-3,707)","145,661","(+/-3,385)","146,406","(+/-2,661)","123,417","(+/-2,802)","147,203","(+/-2,854)","145,774","(+/-1,334)","148,249","(+/-1,863)"
People,Race,"Total population","741,792","(+/-10,292)","764,420","(+/-12,115)","781,181","(+/-10,579)","788,949","(+/-8,229)","760,843","(+/-6,500)","785,446","(+/-6,414)","790,923","(+/-3,756)","782,602","(+/-5,587)"
People,Race,"One race","695,028","(+/-12,397)","709,367","(+/-11,738)","728,955","(+/-10,647)","734,012","(+/-9,749)","683,945","(+/-10,329)","738,031","(+/-7,129)","732,058","(+/-5,639)","732,103","(+/-6,591)"
People,Race,White,"320,997","(+/-8,707)","637,233","(+/-10,324)","664,044","(+/-10,825)","677,520","(+/-9,080)","465,198","(+/-7,863)","684,726","(+/-6,062)","679,174","(+/-6,220)","689,275","(+/-6,125)"
People,Race,"Black or African American","328,051","(+/-8,132)","28,303","(+/-5,891)","35,663","(+/-3,820)","36,907","(+/-4,116)","167,905","(+/-5,888)","29,874","(+/-4,063)","13,086","(+/-2,138)","29,020","(+/-2,452)"
People,Race,"American Indian and Alaska Native","2,190","(+/-1,288)","1,020",(+/-527),"2,200",(+/-792),"2,019",(+/-809),"3,070","(+/-1,217)","2,016",(+/-862),"5,520","(+/-1,149)","1,462",(+/-525)
People,Race,Asian,"26,949","(+/-3,551)","35,246","(+/-3,789)","18,213","(+/-2,387)","6,814","(+/-1,664)","15,480","(+/-1,925)","8,874","(+/-2,073)","10,698","(+/-1,768)","6,056","(+/-1,457)"
People,Race,"Native Hawaiian and Other Pacific Islander",142,(+/-162),107,(+/-178),158,(+/-199),"1,324",(+/-902),"2,515",(+/-843),939,(+/-596),"3,421",(+/-868),"1,398","(+/-1,266)"
People,Race,"Some other race","16,699","(+/-4,764)","7,458","(+/-2,597)","8,677","(+/-2,049)","9,428","(+/-1,919)","29,777","(+/-5,587)","11,602","(+/-2,630)","20,159","(+/-4,366)","4,892","(+/-1,510)"
People,Race,"Two or more races","46,764","(+/-5,741)","55,053","(+/-5,452)","52,226","(+/-5,441)","54,937","(+/-3,935)","76,898","(+/-7,892)","47,415","(+/-3,429)","58,865","(+/-4,705)","50,499","(+/-5,091)"
People,"Hispanic or Latino and Race","Total population","741,792","(+/-10,292)","764,420","(+/-12,115)","781,181","(+/-10,579)","788,949","(+/-8,229)","760,843","(+/-6,500)","785,446","(+/-6,414)","790,923","(+/-3,756)","782,602","(+/-5,587)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)","35,418","(+/-3,337)","24,893","(+/-3,872)","27,882","(+/-2,523)","40,083","(+/-2,477)","93,105","(+/-2,884)","31,128","(+/-1,983)","52,880",(+/-502),"19,899","(+/-1,336)"
People,"Hispanic or Latino and Race",Mexican,"18,844","(+/-3,116)","16,008","(+/-4,044)","17,475","(+/-2,740)","24,575","(+/-2,745)","64,384","(+/-5,107)","18,714","(+/-2,311)","36,745","(+/-2,742)","11,109","(+/-1,642)"
People,"Hispanic or Latino and Race","Puerto Rican","1,346",(+/-617),897,(+/-523),"2,079",(+/-938),"3,710","(+/-1,369)","4,355","(+/-2,225)","1,917",(+/-776),"2,474","(+/-1,014)","2,569","(+/-1,051)"
People,"Hispanic or Latino and Race",Cuban,"1,851","(+/-1,130)","1,309",(+/-816),750,(+/-746),881,(+/-539),"2,570","(+/-1,808)","2,462","(+/-1,388)",420,(+/-370),506,(+/-347)
People,"Hispanic or Latino and Race","Other Hispanic or Latino","13,377","(+/-3,762)","6,679","(+/-1,621)","7,578","(+/-1,535)","10,917","(+/-2,400)","21,796","(+/-4,282)","8,035","(+/-1,856)","13,241","(+/-2,745)","5,715","(+/-1,472)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","706,374","(+/-9,974)","739,527","(+/-11,484)","753,299","(+/-10,493)","748,866","(+/-8,598)","667,738","(+/-6,986)","754,318","(+/-6,515)","738,043","(+/-3,677)","762,703","(+/-5,742)"
People,"Place of Birth","Total population","741,792","(+/-10,292)","764,420","(+/-12,115)","781,181","(+/-10,579)","788,949","(+/-8,229)","760,843","(+/-6,500)","785,446","(+/-6,414)","790,923","(+/-3,756)","782,602","(+/-5,587)"
People,"Place of Birth",Native,"682,739","(+/-11,517)","703,359","(+/-11,860)","748,928","(+/-11,128)","764,309","(+/-9,169)","704,660","(+/-7,483)","764,546","(+/-6,212)","761,245","(+/-4,969)","769,538","(+/-5,798)"
People,"Place of Birth","Born in United States","677,336","(+/-11,414)","696,855","(+/-11,795)","744,073","(+/-11,150)","754,276","(+/-9,489)","697,242","(+/-7,738)","759,677","(+/-6,350)","755,575","(+/-5,077)","764,930","(+/-5,919)"
People,"Place of Birth","State of residence","490,785","(+/-11,812)","517,143","(+/-11,605)","557,029","(+/-11,855)","485,580","(+/-11,063)","429,219","(+/-10,396)","520,954","(+/-10,093)","452,030","(+/-8,024)","570,319","(+/-9,130)"
People,"Place of Birth","Different state","186,551","(+/-9,539)","179,712","(+/-7,953)","187,044","(+/-8,309)","268,696","(+/-8,758)","268,023","(+/-8,643)","238,723","(+/-9,635)","303,545","(+/-8,557)","194,611","(+/-8,341)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","5,403","(+/-1,544)","6,504","(+/-1,659)","4,855","(+/-1,220)","10,033","(+/-1,898)","7,418","(+/-1,793)","4,869","(+/-1,048)","5,670","(+/-1,097)","4,608","(+/-1,137)"
People,"Place of Birth","Foreign born","59,053","(+/-6,528)","61,061","(+/-5,824)","32,253","(+/-4,331)","24,640","(+/-3,766)","56,183","(+/-5,802)","20,900","(+/-3,618)","29,678","(+/-3,038)","13,064","(+/-2,067)"
People,Ancestry,"Total population","741,792","(+/-10,292)","764,420","(+/-12,115)","781,181","(+/-10,579)","788,949","(+/-8,229)","760,843","(+/-6,500)","785,446","(+/-6,414)","790,923","(+/-3,756)","782,602","(+/-5,587)"
People,Ancestry,American,"60,954","(+/-8,330)","38,902","(+/-4,416)","58,251","(+/-5,301)","58,276","(+/-5,800)","34,145","(+/-5,294)","55,751","(+/-5,403)","54,384","(+/-4,969)","68,437","(+/-5,410)"
People,Ancestry,Arab,"1,847",(+/-820),"6,405","(+/-3,603)","2,717","(+/-1,348)","1,030",(+/-977),"2,616","(+/-1,226)",572,(+/-312),"1,280",(+/-936),"1,932",(+/-965)
People,Ancestry,Czech,"2,645",(+/-950),"5,779","(+/-1,526)","2,468",(+/-919),"2,056",(+/-879),"2,182",(+/-972),"3,083","(+/-1,069)","2,083",(+/-750),"2,348","(+/-1,321)"
People,Ancestry,Danish,"1,059",(+/-554),"1,902",(+/-795),"2,654","(+/-1,311)","1,857",(+/-733),"2,199",(+/-687),"2,176",(+/-741),"2,367",(+/-956),677,(+/-437)
People,Ancestry,Dutch,"4,900","(+/-1,332)","5,278","(+/-1,183)","5,790","(+/-1,455)","7,667","(+/-1,526)","6,391","(+/-1,925)","8,344","(+/-1,701)","9,565","(+/-2,129)","5,945","(+/-1,694)"
People,Ancestry,English,"47,393","(+/-4,778)","82,886","(+/-5,850)","100,882","(+/-6,537)","109,745","(+/-6,697)","83,947","(+/-5,284)","103,303","(+/-6,657)","114,373","(+/-6,598)","86,633","(+/-6,045)"
People,Ancestry,"French (except Basque)","15,745","(+/-3,114)","23,255","(+/-3,035)","22,690","(+/-2,826)","14,954","(+/-2,434)","11,954","(+/-1,863)","10,393","(+/-1,697)","14,615","(+/-2,277)","23,410","(+/-3,737)"
People,Ancestry,"French Canadian","1,012",(+/-469),"1,283",(+/-513),"1,724","(+/-1,282)","1,564",(+/-831),"1,843","(+/-1,145)","1,296",(+/-894),"2,205",(+/-669),"1,847",(+/-703)
People,Ancestry,German,"108,797","(+/-6,618)","236,475","(+/-9,026)","213,021","(+/-9,318)","152,412","(+/-9,456)","112,111","(+/-6,313)","172,798","(+/-7,775)","131,401","(+/-7,171)","147,779","(+/-7,128)"
People,Ancestry,Greek,"2,147","(+/-1,252)","4,407","(+/-1,486)","2,371","(+/-1,036)",867,(+/-638),"1,289",(+/-650),599,(+/-366),"1,612",(+/-756),"1,125",(+/-582)
People,Ancestry,Hungarian,"2,593",(+/-812),"2,277",(+/-869),"2,099",(+/-896),"1,293",(+/-613),699,(+/-414),"1,109",(+/-695),849,(+/-359),869,(+/-509)
People,Ancestry,Irish,"63,617","(+/-5,840)","121,426","(+/-6,855)","103,246","(+/-7,284)","80,128","(+/-6,049)","74,027","(+/-5,354)","87,401","(+/-5,921)","85,752","(+/-7,004)","83,556","(+/-5,955)"
People,Ancestry,Italian,"25,826","(+/-3,151)","44,728","(+/-5,315)","28,412","(+/-3,110)","15,410","(+/-2,517)","25,569","(+/-3,901)","19,008","(+/-3,486)","17,668","(+/-2,798)","20,999","(+/-3,107)"
People,Ancestry,Lithuanian,"1,127",(+/-559),"1,987","(+/-1,073)",681,(+/-403),502,(+/-232),465,(+/-352),386,(+/-333),417,(+/-301),425,(+/-283)
People,Ancestry,Norwegian,"1,485",(+/-557),"4,249","(+/-1,328)","4,864","(+/-1,413)","7,283","(+/-1,927)","7,103","(+/-1,746)","6,571","(+/-1,736)","5,784","(+/-1,436)","4,108","(+/-1,281)"
People,Ancestry,Polish,"12,533","(+/-1,963)","21,475","(+/-2,974)","12,563","(+/-1,832)","8,259","(+/-1,704)","9,466","(+/-2,200)","10,158","(+/-1,693)","9,113","(+/-2,149)","11,010","(+/-2,251)"
People,Ancestry,Portuguese,474,(+/-404),652,(+/-416),350,(+/-302),941,(+/-627),848,(+/-471),426,(+/-293),487,(+/-343),385,(+/-268)
People,Ancestry,Russian,"4,818","(+/-1,795)","4,753","(+/-1,169)","1,907","(+/-1,097)","1,728",(+/-909),"2,072",(+/-802),674,(+/-334),"2,039",(+/-862),"1,502",(+/-999)
People,Ancestry,Scotch-Irish,"4,048","(+/-1,223)","5,711","(+/-1,482)","5,554","(+/-1,666)","8,763","(+/-1,663)","6,812","(+/-1,376)","8,101","(+/-1,383)","6,494","(+/-1,233)","5,871","(+/-1,388)"
People,Ancestry,Scottish,"10,341","(+/-2,561)","13,315","(+/-2,574)","15,612","(+/-2,582)","13,200","(+/-1,980)","13,336","(+/-2,787)","18,495","(+/-2,380)","18,188","(+/-2,806)","14,068","(+/-2,312)"
People,Ancestry,Slovak,585,(+/-398),"1,209",(+/-795),613,(+/-439),108,(+/-186),798,(+/-526),372,(+/-410),97,(+/-162),509,(+/-357)
People,Ancestry,"Subsaharan African","20,057","(+/-5,688)","4,038","(+/-2,782)","7,215","(+/-2,226)","3,069","(+/-1,213)","11,534","(+/-3,745)","5,585","(+/-1,858)","2,443","(+/-1,327)","1,602",(+/-638)
People,Ancestry,Swedish,"2,784",(+/-793),"5,627","(+/-1,287)","5,577","(+/-1,735)","7,485","(+/-1,985)","10,093","(+/-1,527)","6,823","(+/-1,386)","8,904","(+/-1,832)","4,763","(+/-1,246)"
People,Ancestry,Swiss,"2,636",(+/-736),"2,916",(+/-895),"2,836","(+/-1,152)","2,648","(+/-1,305)","1,187",(+/-484),"3,783","(+/-1,364)","1,861",(+/-810),"1,700",(+/-956)
People,Ancestry,Ukrainian,"1,321",(+/-606),"2,113","(+/-1,203)",887,(+/-802),"2,342","(+/-1,089)",988,(+/-615),775,(+/-633),"4,428","(+/-2,113)",423,(+/-350)
People,Ancestry,Welsh,"2,093",(+/-797),"3,306","(+/-1,041)","3,171",(+/-936),"3,778","(+/-1,384)","3,542","(+/-1,008)","4,368","(+/-1,204)","3,763","(+/-1,107)","3,113",(+/-935)
People,Ancestry,"West Indian (excluding Hispanic origin groups)","3,266","(+/-1,710)","1,573","(+/-1,691)","2,280",(+/-895),"1,461",(+/-970),"2,854","(+/-1,968)",787,(+/-877),558,(+/-438),564,(+/-511)
People,"Veteran Status","Civilian population 18 years and over","587,638","(+/-6,816)","596,486","(+/-8,473)","619,160","(+/-7,944)","595,693","(+/-6,732)","590,977","(+/-5,667)","604,089","(+/-5,192)","613,020","(+/-2,774)","602,473","(+/-4,565)"
People,"Veteran Status","Civilian veterans","32,345","(+/-3,379)","34,987","(+/-3,009)","42,934","(+/-3,088)","54,344","(+/-2,971)","36,837","(+/-2,874)","44,701","(+/-3,272)","45,899","(+/-3,143)","49,144","(+/-3,550)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","733,283","(+/-10,341)","757,118","(+/-12,060)","768,130","(+/-10,546)","763,709","(+/-8,559)","756,007","(+/-6,479)","767,629","(+/-6,496)","782,303","(+/-3,804)","766,357","(+/-5,643)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","111,797","(+/-7,063)","81,501","(+/-4,262)","109,745","(+/-5,099)","123,707","(+/-5,438)","111,861","(+/-6,175)","111,637","(+/-4,599)","122,349","(+/-4,745)","141,424","(+/-4,914)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","152,680","(+/-5,206)","167,417","(+/-6,051)","161,381","(+/-5,106)","181,442","(+/-4,435)","169,570","(+/-4,004)","179,699","(+/-3,678)","177,008","(+/-1,965)","179,452","(+/-3,107)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","7,247","(+/-1,816)","6,712","(+/-1,567)","7,401","(+/-1,120)","12,580","(+/-2,421)","9,684","(+/-2,516)","10,558","(+/-1,704)","10,514","(+/-1,918)","11,779","(+/-2,053)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","456,098","(+/-6,305)","440,846","(+/-7,410)","465,498","(+/-7,695)","440,002","(+/-6,645)","465,898","(+/-5,321)","446,540","(+/-5,013)","463,862","(+/-2,633)","444,780","(+/-4,479)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","62,946","(+/-5,442)","37,398","(+/-3,187)","53,449","(+/-3,773)","63,166","(+/-3,824)","63,094","(+/-4,753)","53,586","(+/-3,587)","62,945","(+/-3,546)","72,808","(+/-3,731)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","124,505","(+/-3,061)","148,855","(+/-3,762)","141,251","(+/-3,364)","142,265","(+/-2,702)","120,539","(+/-2,827)","141,390","(+/-2,892)","141,433","(+/-1,342)","142,125","(+/-1,940)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","41,604","(+/-3,211)","37,391","(+/-2,230)","48,895","(+/-3,513)","47,961","(+/-2,412)","39,083","(+/-2,826)","47,493","(+/-2,464)","48,890","(+/-2,209)","56,837","(+/-2,529)"
People,"Residence 1 Year Ago","Population 1 year and over","732,926","(+/-10,529)","755,496","(+/-11,955)","773,289","(+/-10,661)","780,123","(+/-7,936)","752,023","(+/-6,885)","776,071","(+/-6,428)","783,267","(+/-4,003)","773,195","(+/-6,028)"
People,"Residence 1 Year Ago","Same house","633,316","(+/-12,177)","691,312","(+/-11,409)","687,647","(+/-12,246)","670,530","(+/-10,751)","657,641","(+/-9,403)","700,367","(+/-8,454)","665,045","(+/-9,821)","681,530","(+/-8,977)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","99,610","(+/-7,976)","64,184","(+/-6,580)","85,642","(+/-7,335)","109,593","(+/-8,451)","94,382","(+/-8,328)","75,704","(+/-4,908)","118,222","(+/-8,935)","91,665","(+/-7,226)"
People,"Residence 1 Year Ago","Different house in the U.S.","92,447","(+/-7,584)","60,752","(+/-6,363)","82,525","(+/-7,188)","106,322","(+/-8,484)","92,405","(+/-8,351)","74,292","(+/-4,989)","116,077","(+/-8,842)","90,281","(+/-7,131)"
People,"Residence 1 Year Ago","Same county","55,499","(+/-6,117)","32,791","(+/-5,053)","39,491","(+/-5,073)","42,099","(+/-5,747)","55,887","(+/-7,627)","33,550","(+/-3,683)","56,607","(+/-5,910)","48,742","(+/-6,132)"
People,"Residence 1 Year Ago","Different county","36,948","(+/-5,240)","27,961","(+/-3,540)","43,034","(+/-4,621)","64,223","(+/-6,575)","36,518","(+/-4,048)","40,742","(+/-4,121)","59,470","(+/-6,295)","41,539","(+/-4,900)"
People,"Residence 1 Year Ago","Same state","21,737","(+/-4,786)","15,960","(+/-2,288)","28,924","(+/-3,550)","34,485","(+/-5,398)","13,892","(+/-1,764)","24,123","(+/-3,313)","38,661","(+/-5,739)","28,965","(+/-4,618)"
People,"Residence 1 Year Ago","Different state","15,211","(+/-3,157)","12,001","(+/-2,719)","14,110","(+/-2,487)","29,738","(+/-3,966)","22,626","(+/-3,951)","16,619","(+/-3,101)","20,809","(+/-3,453)","12,574","(+/-2,309)"
People,"Residence 1 Year Ago",Abroad,"7,163","(+/-2,433)","3,432","(+/-1,866)","3,117","(+/-1,448)","3,271","(+/-1,036)","1,977","(+/-1,028)","1,412",(+/-806),"2,145",(+/-625),"1,384",(+/-732)
Workers,"Employment Status","Population 16 years and over","608,472","(+/-7,013)","616,827","(+/-8,806)","640,318","(+/-8,231)","629,930","(+/-6,338)","611,634","(+/-6,169)","628,595","(+/-5,252)","634,772","(+/-3,085)","626,462","(+/-5,424)"
Workers,"Employment Status","In labor force","412,187","(+/-7,405)","414,480","(+/-8,735)","405,788","(+/-9,085)","384,742","(+/-7,728)","412,388","(+/-7,057)","391,158","(+/-6,168)","398,485","(+/-5,741)","376,296","(+/-7,038)"
Workers,"Employment Status","Civilian labor force","411,372","(+/-7,376)","414,011","(+/-8,634)","405,500","(+/-9,059)","373,371","(+/-8,018)","412,261","(+/-7,063)","389,737","(+/-6,400)","397,964","(+/-5,784)","376,027","(+/-7,017)"
Workers,"Employment Status",Employed,"388,419","(+/-8,358)","403,178","(+/-8,354)","394,978","(+/-8,846)","360,673","(+/-8,224)","397,466","(+/-6,989)","380,891","(+/-6,710)","383,292","(+/-6,422)","362,453","(+/-6,623)"
Workers,"Employment Status",Unemployed,"22,953","(+/-3,760)","10,833","(+/-2,041)","10,522","(+/-1,876)","12,698","(+/-2,057)","14,795","(+/-2,509)","8,846","(+/-1,548)","14,672","(+/-2,318)","13,574","(+/-2,182)"
Workers,"Employment Status","Armed Forces",815,(+/-491),469,(+/-541),288,(+/-269),"11,371","(+/-1,959)",127,(+/-232),"1,421",(+/-779),521,(+/-526),269,(+/-293)
Workers,"Employment Status","Not in labor force","196,285","(+/-6,644)","202,347","(+/-6,387)","234,530","(+/-6,370)","245,188","(+/-5,804)","199,246","(+/-6,552)","237,437","(+/-5,297)","236,287","(+/-5,773)","250,166","(+/-5,039)"
Workers,"Employment Status","Civilian labor force","411,372","(+/-7,376)","414,011","(+/-8,634)","405,500","(+/-9,059)","373,371","(+/-8,018)","412,261","(+/-7,063)","389,737","(+/-6,400)","397,964","(+/-5,784)","376,027","(+/-7,017)"
Workers,"Employment Status","Unemployment Rate",5.6,(+/-0.9),2.6,(+/-0.5),2.6,(+/-0.5),3.4,(+/-0.6),3.6,(+/-0.6),2.3,(+/-0.4),3.7,(+/-0.6),3.6,(+/-0.6)
Workers,"Commuting to Work","Workers 16 years and over","381,083","(+/-8,348)","398,433","(+/-8,286)","390,268","(+/-8,818)","364,535","(+/-8,139)","391,534","(+/-6,731)","376,115","(+/-6,432)","375,450","(+/-6,721)","357,050","(+/-6,750)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","266,570","(+/-9,255)","301,919","(+/-8,476)","299,537","(+/-9,474)","272,980","(+/-7,297)","282,831","(+/-7,191)","287,197","(+/-7,695)","285,938","(+/-6,855)","278,656","(+/-7,154)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","25,841","(+/-3,826)","22,488","(+/-2,863)","32,481","(+/-3,534)","37,241","(+/-3,797)","30,964","(+/-3,830)","31,524","(+/-2,942)","36,219","(+/-3,396)","37,590","(+/-3,736)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","12,690","(+/-2,744)",803,(+/-507),794,(+/-452),"1,351","(+/-1,043)","4,191","(+/-1,381)","1,156",(+/-786),"1,105",(+/-524),891,(+/-621)
Workers,"Commuting to Work",Walked,"13,586","(+/-2,091)","2,646",(+/-887),"7,047","(+/-1,535)","8,443","(+/-1,573)","5,512","(+/-1,326)","7,116","(+/-1,294)","6,504","(+/-1,409)","4,759","(+/-1,288)"
Workers,"Commuting to Work","Other means","7,317","(+/-1,880)","3,843","(+/-1,134)","6,434","(+/-1,579)","6,356","(+/-1,325)","6,259","(+/-1,527)","3,886",(+/-871),"6,423","(+/-1,591)","5,024","(+/-1,239)"
Workers,"Commuting to Work","Worked from home","55,079","(+/-5,014)","66,734","(+/-5,204)","43,975","(+/-3,200)","38,164","(+/-4,061)","61,777","(+/-4,546)","45,236","(+/-3,509)","39,261","(+/-3,792)","30,130","(+/-3,270)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",22.9,(+/-1.1),24.6,(+/-0.7),23.6,(+/-0.6),24.1,(+/-0.6),22.5,(+/-0.5),24.1,(+/-0.5),22.1,(+/-0.6),24.4,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","388,419","(+/-8,358)","403,178","(+/-8,354)","394,978","(+/-8,846)","360,673","(+/-8,224)","397,466","(+/-6,989)","380,891","(+/-6,710)","383,292","(+/-6,422)","362,453","(+/-6,623)"
Workers,Occupation,"Management, business, science, and arts occupations","192,182","(+/-7,765)","209,656","(+/-6,385)","171,618","(+/-6,919)","129,043","(+/-5,462)","177,967","(+/-6,097)","146,131","(+/-5,486)","140,425","(+/-5,450)","126,123","(+/-5,683)"
Workers,Occupation,"Service occupations","63,368","(+/-5,297)","50,842","(+/-4,281)","58,837","(+/-4,014)","57,136","(+/-4,061)","60,935","(+/-4,787)","56,944","(+/-3,617)","60,913","(+/-4,268)","67,004","(+/-4,236)"
Workers,Occupation,"Sales and office occupations","72,506","(+/-5,287)","76,943","(+/-4,709)","78,304","(+/-4,775)","74,099","(+/-4,680)","76,884","(+/-4,716)","71,453","(+/-4,397)","83,621","(+/-5,225)","70,160","(+/-3,649)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","18,266","(+/-2,594)","24,697","(+/-2,843)","36,618","(+/-3,319)","41,013","(+/-3,455)","28,472","(+/-3,576)","38,882","(+/-2,983)","31,120","(+/-3,286)","40,029","(+/-3,472)"
Workers,Occupation,"Production, transportation, and material moving occupations","42,097","(+/-3,884)","41,040","(+/-3,263)","49,601","(+/-3,579)","59,382","(+/-3,746)","53,208","(+/-4,389)","67,481","(+/-3,472)","67,213","(+/-4,581)","59,137","(+/-3,895)"
Workers,Industry,"Civilian employed population 16 years and over","388,419","(+/-8,358)","403,178","(+/-8,354)","394,978","(+/-8,846)","360,673","(+/-8,224)","397,466","(+/-6,989)","380,891","(+/-6,710)","383,292","(+/-6,422)","362,453","(+/-6,623)"
