Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
People,Ancestry,Czech,"2,014",(+/-957),"1,427",(+/-694),"1,019",(+/-553),"2,002",(+/-820),"1,373",(+/-797),"1,293",(+/-925),"1,301",(+/-645),885,(+/-421),546,(+/-333)
People,Ancestry,Danish,746,(+/-383),"1,086",(+/-537),874,(+/-415),"1,463","(+/-1,024)",934,(+/-603),875,(+/-665),"1,091",(+/-505),705,(+/-546),"1,261",(+/-647)
People,Ancestry,Dutch,"23,394","(+/-4,791)","11,238","(+/-2,236)","10,350","(+/-3,056)","14,074","(+/-3,060)","7,671","(+/-1,640)","6,904","(+/-1,532)","6,235","(+/-1,840)","5,668","(+/-1,026)","7,126","(+/-2,034)"
People,Ancestry,English,"46,921","(+/-4,613)","73,136","(+/-6,002)","78,162","(+/-5,595)","91,637","(+/-8,377)","108,105","(+/-7,637)","87,607","(+/-7,100)","56,666","(+/-5,086)","106,891","(+/-7,446)","108,217","(+/-9,487)"
People,Ancestry,"French (except Basque)","11,132","(+/-2,140)","10,347","(+/-2,100)","17,198","(+/-2,960)","9,891","(+/-1,305)","13,970","(+/-2,253)","11,462","(+/-2,390)","10,779","(+/-3,096)","14,661","(+/-1,937)","10,380","(+/-2,030)"
People,Ancestry,"French Canadian","1,748",(+/-871),"1,426",(+/-592),"2,329","(+/-1,502)","1,480",(+/-598),"2,202","(+/-1,258)","1,863",(+/-877),943,(+/-386),689,(+/-352),"1,506",(+/-740)
People,Ancestry,German,"122,949","(+/-8,290)","141,036","(+/-6,581)","191,678","(+/-10,160)","141,235","(+/-8,611)","150,765","(+/-9,726)","134,040","(+/-7,934)","92,598","(+/-5,871)","171,158","(+/-8,341)","163,479","(+/-7,766)"
People,Ancestry,Greek,"7,795","(+/-1,924)","2,877","(+/-1,042)","2,042","(+/-1,046)",853,(+/-470),"1,454",(+/-822),"1,217",(+/-827),980,(+/-455),990,(+/-536),"1,517",(+/-870)
People,Ancestry,Hungarian,"7,362","(+/-1,531)","8,643","(+/-1,659)","4,100","(+/-1,851)","1,545",(+/-758),"2,428","(+/-1,110)","1,849",(+/-823),"1,617",(+/-637),"2,303","(+/-1,260)",880,(+/-579)
People,Ancestry,Irish,"82,053","(+/-7,152)","67,707","(+/-5,756)","66,337","(+/-6,197)","76,931","(+/-6,909)","79,695","(+/-6,088)","67,009","(+/-6,156)","60,844","(+/-4,934)","82,043","(+/-6,777)","93,420","(+/-6,522)"
People,Ancestry,Italian,"32,959","(+/-4,845)","19,404","(+/-2,992)","16,745","(+/-3,642)","17,788","(+/-2,610)","23,245","(+/-4,123)","12,824","(+/-2,687)","15,486","(+/-2,460)","12,444","(+/-2,767)","19,328","(+/-2,626)"
People,Ancestry,Lithuanian,"4,773","(+/-1,672)",872,(+/-487),471,(+/-340),"1,022",(+/-620),"1,232",(+/-804),355,(+/-323),280,(+/-245),224,(+/-222),480,(+/-406)
People,Ancestry,Norwegian,"4,233","(+/-1,367)","3,618","(+/-1,167)","5,455","(+/-1,744)","3,411","(+/-1,115)","3,447","(+/-1,081)","4,082","(+/-1,547)","2,560",(+/-938),"1,918",(+/-606),"5,206","(+/-2,173)"
People,Ancestry,Polish,"65,952","(+/-6,186)","32,857","(+/-3,771)","14,254","(+/-2,652)","20,944","(+/-3,638)","14,072","(+/-2,339)","8,582","(+/-2,092)","11,132","(+/-2,486)","7,766","(+/-1,495)","7,868","(+/-1,547)"
People,Ancestry,Portuguese,991,(+/-646),494,(+/-376),399,(+/-284),125,(+/-133),"1,995","(+/-1,720)","1,161","(+/-1,163)",764,(+/-485),341,(+/-311),92,(+/-123)
People,Ancestry,Russian,"1,832",(+/-699),"2,674","(+/-1,211)","1,630",(+/-904),"2,170",(+/-769),"1,358",(+/-764),947,(+/-679),"2,785","(+/-1,641)",789,(+/-357),"1,473",(+/-641)
People,Ancestry,Scotch-Irish,"3,451","(+/-1,156)","3,449",(+/-919),"3,753","(+/-1,173)","6,224","(+/-1,946)","5,124","(+/-1,258)","5,060","(+/-1,364)","3,849",(+/-938),"5,991","(+/-1,453)","6,885","(+/-1,607)"
People,Ancestry,Scottish,"10,683","(+/-2,227)","8,372","(+/-1,750)","12,775","(+/-2,425)","16,046","(+/-2,984)","14,210","(+/-2,563)","15,587","(+/-2,953)","11,835","(+/-2,422)","13,792","(+/-1,845)","17,425","(+/-2,591)"
People,Ancestry,Slovak,"6,591","(+/-1,828)","1,232",(+/-561),759,(+/-622),"1,189",(+/-602),"1,059",(+/-579),490,(+/-547),"1,010",(+/-560),542,(+/-388),358,(+/-365)
People,Ancestry,"Subsaharan African","5,513","(+/-2,707)","5,801","(+/-2,939)","3,411","(+/-1,481)","7,157","(+/-2,739)","5,859","(+/-2,324)","12,636","(+/-4,758)","32,534","(+/-7,219)",964,(+/-467),"3,991","(+/-1,590)"
People,Ancestry,Swedish,"9,479","(+/-2,193)","6,576","(+/-1,283)","5,657","(+/-1,559)","6,518","(+/-1,642)","7,794","(+/-1,837)","4,421","(+/-1,408)","4,505","(+/-1,347)","2,698","(+/-1,057)","3,774","(+/-1,071)"
People,Ancestry,Swiss,"1,216",(+/-625),"8,860","(+/-2,486)","11,270","(+/-2,384)","3,662","(+/-1,637)","2,577","(+/-1,271)","1,975",(+/-999),"2,064",(+/-962),"2,855","(+/-1,116)","1,928",(+/-874)
People,Ancestry,Ukrainian,"2,220","(+/-1,140)","2,528","(+/-1,067)",952,(+/-555),"2,193","(+/-1,479)","1,234",(+/-613),332,(+/-306),"1,425",(+/-801),341,(+/-328),274,(+/-237)
People,Ancestry,Welsh,"1,752",(+/-612),"2,336",(+/-818),"3,810","(+/-1,309)","4,044","(+/-1,205)","4,561","(+/-1,302)","3,531","(+/-1,202)","3,139",(+/-929),"4,146","(+/-1,338)","4,181","(+/-1,302)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","2,859","(+/-1,654)",591,(+/-485),935,(+/-601),"2,674","(+/-1,268)","2,098","(+/-1,465)","1,192","(+/-1,298)","12,289","(+/-5,811)",639,(+/-467),586,(+/-475)
People,"Veteran Status","Civilian population 18 years and over","586,944","(+/-2,498)","569,873","(+/-3,330)","573,956","(+/-2,282)","600,340","(+/-2,408)","602,580","(+/-1,219)","573,316","(+/-6,437)","571,731","(+/-5,742)","593,036","(+/-1,868)","602,892","(+/-2,733)"
People,"Veteran Status","Civilian veterans","34,319","(+/-3,094)","30,688","(+/-2,289)","33,669","(+/-2,798)","36,776","(+/-2,713)","37,684","(+/-2,983)","32,315","(+/-3,072)","31,879","(+/-2,986)","39,968","(+/-2,634)","40,989","(+/-2,879)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","745,308","(+/-3,440)","740,492","(+/-4,497)","757,449","(+/-3,095)","764,772","(+/-2,415)","771,810","(+/-1,472)","753,001","(+/-3,658)","739,281","(+/-1,174)","740,581","(+/-1,442)","751,586","(+/-3,248)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","104,444","(+/-5,807)","99,256","(+/-4,628)","106,683","(+/-5,343)","99,530","(+/-5,637)","111,954","(+/-5,945)","109,664","(+/-5,884)","97,705","(+/-5,576)","127,364","(+/-5,928)","123,162","(+/-5,326)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","169,797","(+/-1,695)","179,384","(+/-2,385)","190,451","(+/-1,808)","176,794","(+/-1,839)","178,332",(+/-934),"189,530","(+/-5,735)","173,661","(+/-5,688)","163,120","(+/-1,594)","157,552","(+/-2,188)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","8,448","(+/-2,265)","8,488","(+/-1,587)","10,834","(+/-1,980)","9,806","(+/-1,539)","10,256","(+/-1,918)","12,053","(+/-2,089)","8,476","(+/-2,178)","10,015","(+/-1,837)","11,026","(+/-2,351)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","437,681","(+/-2,656)","434,440","(+/-3,217)","437,949","(+/-2,483)","466,462","(+/-2,841)","466,017","(+/-1,626)","443,576","(+/-6,099)","464,932","(+/-5,272)","435,568","(+/-1,985)","457,819","(+/-2,883)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","52,867","(+/-4,038)","49,385","(+/-3,317)","55,765","(+/-4,249)","49,491","(+/-4,340)","61,917","(+/-5,016)","54,078","(+/-4,076)","54,520","(+/-4,177)","67,314","(+/-4,760)","64,160","(+/-4,056)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","137,830","(+/-1,363)","126,668","(+/-1,904)","129,049","(+/-1,529)","121,516","(+/-1,765)","127,461","(+/-1,323)","119,895","(+/-3,486)","100,688","(+/-2,955)","141,893","(+/-1,427)","136,215","(+/-1,743)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","43,129","(+/-2,918)","41,383","(+/-2,908)","40,084","(+/-2,209)","40,233","(+/-2,685)","39,781","(+/-2,757)","43,533","(+/-3,161)","34,709","(+/-2,837)","50,035","(+/-2,259)","47,976","(+/-2,862)"
People,"Residence 1 Year Ago","Population 1 year and over","749,466","(+/-3,552)","740,815","(+/-4,866)","755,708","(+/-3,821)","769,305","(+/-2,959)","773,797","(+/-2,013)","756,235","(+/-3,786)","736,565","(+/-2,232)","748,756","(+/-2,113)","753,227","(+/-3,352)"
People,"Residence 1 Year Ago","Same house","679,828","(+/-8,120)","667,646","(+/-8,071)","652,278","(+/-8,958)","664,473","(+/-7,353)","679,332","(+/-7,546)","657,743","(+/-9,702)","625,588","(+/-11,894)","655,500","(+/-7,074)","652,865","(+/-6,610)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","69,638","(+/-7,662)","73,169","(+/-6,466)","103,430","(+/-8,575)","104,832","(+/-6,998)","94,465","(+/-7,275)","98,492","(+/-9,947)","110,977","(+/-11,551)","93,256","(+/-6,954)","100,362","(+/-6,031)"
People,"Residence 1 Year Ago","Different house in the U.S.","67,305","(+/-7,702)","68,738","(+/-6,244)","99,290","(+/-8,508)","101,209","(+/-6,809)","91,633","(+/-7,233)","94,593","(+/-9,946)","105,904","(+/-11,390)","91,810","(+/-7,037)","98,024","(+/-5,856)"
People,"Residence 1 Year Ago","Same county","34,452","(+/-4,538)","34,563","(+/-4,556)","57,493","(+/-7,374)","40,977","(+/-4,317)","45,105","(+/-5,608)","49,453","(+/-8,831)","63,128","(+/-9,662)","47,905","(+/-4,990)","47,504","(+/-5,245)"
People,"Residence 1 Year Ago","Different county","32,853","(+/-6,023)","34,175","(+/-4,973)","41,797","(+/-4,913)","60,232","(+/-6,002)","46,528","(+/-5,162)","45,140","(+/-5,720)","42,776","(+/-5,195)","43,905","(+/-4,939)","50,520","(+/-4,970)"
People,"Residence 1 Year Ago","Same state","11,624","(+/-2,411)","20,877","(+/-4,672)","23,228","(+/-3,187)","38,177","(+/-4,631)","30,784","(+/-3,996)","34,752","(+/-5,652)","25,704","(+/-4,688)","31,316","(+/-4,178)","30,815","(+/-3,972)"
People,"Residence 1 Year Ago","Different state","21,229","(+/-5,354)","13,298","(+/-2,136)","18,569","(+/-3,833)","22,055","(+/-3,432)","15,744","(+/-3,494)","10,388","(+/-2,281)","17,072","(+/-4,360)","12,589","(+/-2,739)","19,705","(+/-3,045)"
People,"Residence 1 Year Ago",Abroad,"2,333","(+/-1,221)","4,431","(+/-1,756)","4,140","(+/-1,967)","3,623","(+/-1,094)","2,832","(+/-1,309)","3,899","(+/-1,474)","5,073","(+/-2,337)","1,446",(+/-644),"2,338","(+/-1,052)"
Workers,"Employment Status","Population 16 years and over","606,614","(+/-3,297)","593,153","(+/-3,625)","596,289","(+/-3,154)","623,419","(+/-2,707)","626,128","(+/-2,275)","597,687","(+/-6,175)","592,054","(+/-5,670)","612,223","(+/-2,429)","623,186","(+/-2,873)"
Workers,"Employment Status","In labor force","371,844","(+/-6,342)","374,722","(+/-6,457)","389,444","(+/-5,939)","407,523","(+/-5,562)","407,979","(+/-5,300)","395,072","(+/-7,113)","416,908","(+/-7,296)","370,317","(+/-5,697)","388,018","(+/-6,308)"
Workers,"Employment Status","Civilian labor force","370,899","(+/-6,274)","374,255","(+/-6,393)","389,225","(+/-5,941)","406,806","(+/-5,475)","407,101","(+/-5,368)","393,746","(+/-7,285)","415,465","(+/-7,394)","370,033","(+/-5,694)","387,672","(+/-6,336)"
Workers,"Employment Status",Employed,"354,183","(+/-6,506)","361,035","(+/-6,242)","375,523","(+/-5,920)","395,262","(+/-5,567)","393,719","(+/-5,321)","381,554","(+/-7,541)","395,163","(+/-7,785)","357,343","(+/-5,498)","373,448","(+/-6,661)"
Workers,"Employment Status",Unemployed,"16,716","(+/-2,547)","13,220","(+/-1,744)","13,702","(+/-1,990)","11,544","(+/-2,102)","13,382","(+/-2,269)","12,192","(+/-1,845)","20,302","(+/-4,197)","12,690","(+/-1,849)","14,224","(+/-2,245)"
Workers,"Employment Status","Armed Forces",945,(+/-733),467,(+/-468),219,(+/-222),717,(+/-613),878,(+/-698),"1,326",(+/-844),"1,443",(+/-783),284,(+/-243),346,(+/-287)
Workers,"Employment Status","Not in labor force","234,770","(+/-6,304)","218,431","(+/-5,731)","206,845","(+/-5,810)","215,896","(+/-5,544)","218,149","(+/-5,086)","202,615","(+/-5,385)","175,146","(+/-7,038)","241,906","(+/-5,410)","235,168","(+/-6,097)"
Workers,"Employment Status","Civilian labor force","370,899","(+/-6,274)","374,255","(+/-6,393)","389,225","(+/-5,941)","406,806","(+/-5,475)","407,101","(+/-5,368)","393,746","(+/-7,285)","415,465","(+/-7,394)","370,033","(+/-5,694)","387,672","(+/-6,336)"
Workers,"Employment Status","Unemployment Rate",4.5,(+/-0.7),3.5,(+/-0.5),3.5,(+/-0.5),2.8,(+/-0.5),3.3,(+/-0.5),3.1,(+/-0.5),4.9,(+/-1.0),3.4,(+/-0.5),3.7,(+/-0.6)
Workers,"Commuting to Work","Workers 16 years and over","348,454","(+/-6,676)","355,578","(+/-6,298)","367,389","(+/-6,261)","387,534","(+/-6,174)","387,861","(+/-5,713)","377,326","(+/-7,643)","390,841","(+/-7,464)","352,286","(+/-5,664)","368,098","(+/-6,557)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","274,325","(+/-6,743)","275,686","(+/-7,239)","277,431","(+/-7,241)","295,830","(+/-6,126)","284,198","(+/-7,792)","291,602","(+/-7,294)","282,884","(+/-7,743)","278,465","(+/-6,520)","287,242","(+/-7,152)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","31,553","(+/-3,523)","39,829","(+/-4,053)","46,493","(+/-4,152)","33,578","(+/-3,254)","30,595","(+/-2,900)","32,814","(+/-3,865)","35,774","(+/-4,705)","35,330","(+/-3,429)","29,017","(+/-3,556)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","3,764","(+/-1,013)","2,378",(+/-842),"1,808",(+/-907),"2,949",(+/-889),"1,527",(+/-558),"1,264",(+/-698),"6,008","(+/-1,752)","1,644",(+/-587),"1,617",(+/-722)
Workers,"Commuting to Work",Walked,"4,150","(+/-1,229)","7,844","(+/-1,473)","6,015","(+/-1,260)","10,196","(+/-1,862)","6,578","(+/-1,533)","3,717",(+/-933),"6,931","(+/-1,312)","7,554","(+/-1,745)","8,380","(+/-1,682)"
