Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
People,"Veteran Status","Civilian population 18 years and over","627,745","(+/-8,132)","604,468","(+/-9,183)","609,947","(+/-13,597)","598,087","(+/-5,711)","582,143","(+/-13,430)","577,734","(+/-16,662)","593,925","(+/-16,279)","571,265","(+/-15,483)","560,334","(+/-14,467)","588,178","(+/-17,692)","591,090","(+/-9,326)","641,693","(+/-12,628)","598,904","(+/-16,358)","582,042","(+/-19,448)","537,608","(+/-13,709)","602,283","(+/-7,230)","583,281","(+/-5,775)","610,475","(+/-4,174)","635,796","(+/-3,911)","634,306","(+/-2,285)","611,869","(+/-3,695)","603,159",(+/-764),"607,578","(+/-5,845)","613,580","(+/-3,968)","611,904","(+/-1,228)","615,929","(+/-6,130)"
People,"Veteran Status","Civilian veterans","26,511","(+/-2,455)","23,867","(+/-2,258)","17,331","(+/-2,282)","18,243","(+/-2,357)","12,761","(+/-1,928)","7,375","(+/-1,481)","6,918","(+/-1,417)","9,221","(+/-1,563)","7,545","(+/-1,565)","9,188","(+/-2,336)","14,986","(+/-1,973)","12,694","(+/-2,613)","9,152","(+/-2,013)","10,323","(+/-2,570)","7,274","(+/-1,625)","15,650","(+/-2,168)","16,546","(+/-2,222)","27,790","(+/-2,493)","34,057","(+/-2,588)","34,849","(+/-3,210)","46,779","(+/-2,853)","37,369","(+/-2,609)","44,338","(+/-2,899)","45,521","(+/-2,753)","29,011","(+/-2,605)","38,101","(+/-2,934)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","769,409","(+/-10,560)","773,491","(+/-12,875)","755,409","(+/-17,503)","762,087","(+/-6,325)","732,329","(+/-18,699)","702,180","(+/-23,917)","719,019","(+/-22,264)","735,553","(+/-23,931)","721,086","(+/-22,297)","715,369","(+/-22,928)","747,909","(+/-13,395)","732,251","(+/-16,884)","720,615","(+/-19,957)","733,023","(+/-26,339)","707,313","(+/-20,236)","759,882","(+/-9,498)","762,786","(+/-5,931)","768,998","(+/-5,236)","757,933","(+/-5,498)","776,085","(+/-2,893)","741,968","(+/-4,664)","749,697","(+/-1,303)","754,991","(+/-6,094)","750,199","(+/-5,249)","759,228","(+/-1,647)","763,595","(+/-7,389)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","88,486","(+/-5,653)","84,007","(+/-5,587)","87,924","(+/-5,605)","69,625","(+/-4,428)","90,659","(+/-6,184)","77,441","(+/-5,730)","72,565","(+/-5,497)","106,381","(+/-6,203)","89,668","(+/-6,859)","66,098","(+/-5,721)","80,087","(+/-4,833)","67,906","(+/-6,093)","127,025","(+/-8,800)","104,873","(+/-7,341)","142,358","(+/-10,408)","86,067","(+/-5,738)","77,110","(+/-4,803)","90,993","(+/-6,190)","124,013","(+/-5,629)","105,478","(+/-5,756)","119,852","(+/-4,867)","105,411","(+/-5,448)","111,104","(+/-5,481)","115,279","(+/-5,071)","117,344","(+/-5,736)","112,014","(+/-5,949)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","146,917","(+/-7,066)","172,087","(+/-7,678)","150,050","(+/-7,347)","168,801","(+/-6,107)","155,027","(+/-7,703)","128,103","(+/-10,039)","126,159","(+/-10,738)","168,304","(+/-12,368)","164,312","(+/-12,260)","130,738","(+/-9,857)","161,137","(+/-6,254)","93,175","(+/-7,889)","126,792","(+/-8,680)","158,097","(+/-11,137)","176,770","(+/-9,922)","162,181","(+/-5,757)","188,816","(+/-4,654)","170,546","(+/-2,526)","133,175","(+/-2,531)","147,725","(+/-1,440)","145,395","(+/-2,547)","158,086",(+/-481),"156,218","(+/-4,289)","151,719","(+/-2,682)","154,191",(+/-647),"152,540","(+/-4,994)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","5,474","(+/-1,401)","6,998","(+/-1,516)","5,223","(+/-1,347)","3,850","(+/-1,165)","6,701","(+/-2,011)","3,329","(+/-1,098)","2,850","(+/-1,037)","7,855","(+/-1,796)","4,716","(+/-1,372)","2,992","(+/-1,105)","5,202","(+/-1,443)","3,674","(+/-1,481)","8,128","(+/-2,609)","8,979","(+/-2,531)","13,726","(+/-3,592)","7,923","(+/-1,556)","8,734","(+/-2,102)","7,278","(+/-1,808)","10,857","(+/-1,848)","7,209","(+/-1,513)","11,669","(+/-2,056)","7,771","(+/-1,751)","8,273","(+/-1,993)","11,032","(+/-1,612)","9,530","(+/-1,765)","9,434","(+/-1,862)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","465,762","(+/-7,604)","477,659","(+/-8,633)","441,699","(+/-11,953)","458,353","(+/-6,436)","445,381","(+/-12,117)","429,752","(+/-14,877)","507,114","(+/-14,978)","433,150","(+/-14,350)","433,415","(+/-13,287)","477,506","(+/-16,167)","452,637","(+/-8,355)","486,581","(+/-11,376)","482,433","(+/-14,942)","459,658","(+/-17,433)","431,520","(+/-12,921)","464,510","(+/-6,642)","434,934","(+/-6,109)","465,459","(+/-4,281)","462,358","(+/-4,350)","483,457","(+/-2,727)","438,003","(+/-3,716)","447,488","(+/-1,310)","436,616","(+/-5,908)","441,777","(+/-4,155)","461,416","(+/-1,420)","467,709","(+/-6,017)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","36,831","(+/-3,517)","38,491","(+/-4,495)","33,194","(+/-3,522)","28,938","(+/-3,517)","36,951","(+/-3,744)","29,506","(+/-3,602)","38,452","(+/-4,335)","41,679","(+/-3,888)","37,414","(+/-3,958)","29,364","(+/-3,826)","33,103","(+/-3,090)","24,236","(+/-3,908)","64,346","(+/-6,858)","48,056","(+/-4,586)","78,845","(+/-6,691)","39,789","(+/-4,824)","31,652","(+/-3,247)","48,360","(+/-4,692)","60,149","(+/-3,736)","57,164","(+/-4,552)","61,411","(+/-3,693)","56,766","(+/-4,108)","53,787","(+/-4,035)","55,903","(+/-3,562)","62,766","(+/-4,458)","56,785","(+/-4,507)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","156,730","(+/-5,086)","123,745","(+/-5,350)","163,660","(+/-6,978)","134,933","(+/-5,009)","131,921","(+/-5,960)","144,325","(+/-5,690)","85,746","(+/-6,018)","134,099","(+/-5,586)","123,359","(+/-6,294)","107,125","(+/-5,830)","134,135","(+/-3,644)","152,495","(+/-5,877)","111,390","(+/-5,378)","115,268","(+/-7,605)","99,023","(+/-4,222)","133,191","(+/-4,111)","139,036","(+/-4,266)","132,993","(+/-2,025)","162,400","(+/-2,139)","144,903","(+/-1,784)","158,570","(+/-1,898)","144,123",(+/-872),"162,157","(+/-4,209)","156,703","(+/-2,093)","143,621",(+/-643),"143,346","(+/-4,395)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","46,181","(+/-4,114)","38,518","(+/-2,643)","49,507","(+/-3,514)","36,837","(+/-3,263)","47,007","(+/-3,763)","44,606","(+/-3,655)","31,263","(+/-3,750)","56,847","(+/-5,007)","47,538","(+/-4,764)","33,742","(+/-3,592)","41,782","(+/-3,399)","39,996","(+/-4,245)","54,551","(+/-5,231)","47,838","(+/-4,456)","49,787","(+/-4,416)","38,355","(+/-2,647)","36,724","(+/-2,568)","35,355","(+/-2,937)","53,007","(+/-3,219)","41,105","(+/-3,143)","46,772","(+/-2,503)","40,874","(+/-2,446)","49,044","(+/-2,486)","48,344","(+/-2,510)","45,048","(+/-2,769)","45,795","(+/-2,848)"
People,"Residence 1 Year Ago","Population 1 year and over","768,564","(+/-10,480)","767,972","(+/-13,086)","755,011","(+/-17,466)","760,466","(+/-6,225)","729,985","(+/-18,465)","699,647","(+/-23,907)","708,601","(+/-21,714)","730,565","(+/-23,073)","713,706","(+/-21,802)","712,282","(+/-22,699)","747,057","(+/-13,183)","726,317","(+/-16,480)","718,809","(+/-19,803)","734,063","(+/-26,083)","706,573","(+/-19,672)","757,828","(+/-9,697)","759,681","(+/-6,259)","775,235","(+/-5,710)","761,367","(+/-5,466)","777,016","(+/-2,973)","760,849","(+/-4,527)","754,842","(+/-1,439)","758,582","(+/-6,134)","760,562","(+/-5,123)","759,585","(+/-2,186)","760,690","(+/-7,402)"
People,"Residence 1 Year Ago","Same house","721,348","(+/-12,434)","711,848","(+/-12,983)","710,146","(+/-17,679)","719,157","(+/-8,102)","675,443","(+/-18,647)","640,791","(+/-23,406)","625,577","(+/-22,415)","682,537","(+/-23,323)","649,678","(+/-20,920)","610,835","(+/-22,285)","700,438","(+/-12,989)","611,295","(+/-17,938)","637,012","(+/-19,623)","671,490","(+/-26,704)","645,172","(+/-20,701)","694,950","(+/-10,384)","709,367","(+/-10,711)","700,708","(+/-9,073)","665,934","(+/-7,350)","681,686","(+/-9,063)","685,902","(+/-7,625)","657,155","(+/-7,363)","691,958","(+/-7,204)","677,973","(+/-7,359)","654,005","(+/-7,306)","668,174","(+/-11,023)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","47,216","(+/-6,283)","56,124","(+/-6,296)","44,865","(+/-5,988)","41,309","(+/-5,484)","54,542","(+/-6,541)","58,856","(+/-7,013)","83,024","(+/-7,693)","48,028","(+/-5,619)","64,028","(+/-7,679)","101,447","(+/-7,770)","46,619","(+/-5,530)","115,022","(+/-8,746)","81,797","(+/-7,872)","62,573","(+/-10,784)","61,401","(+/-10,848)","62,878","(+/-6,729)","50,314","(+/-7,584)","74,527","(+/-7,094)","95,433","(+/-5,510)","95,330","(+/-8,461)","74,947","(+/-6,492)","97,687","(+/-7,010)","66,624","(+/-5,392)","82,589","(+/-5,926)","105,580","(+/-6,725)","92,516","(+/-8,656)"
People,"Residence 1 Year Ago","Different house in the U.S.","43,944","(+/-6,162)","52,091","(+/-6,397)","39,949","(+/-5,739)","38,218","(+/-5,602)","46,476","(+/-6,305)","48,521","(+/-6,345)","73,927","(+/-6,887)","42,205","(+/-4,986)","55,496","(+/-7,100)","90,617","(+/-6,779)","40,091","(+/-5,103)","101,361","(+/-8,625)","70,281","(+/-6,818)","53,524","(+/-10,494)","51,488","(+/-9,436)","53,508","(+/-5,682)","46,281","(+/-7,367)","70,930","(+/-6,928)","90,055","(+/-5,609)","90,222","(+/-8,238)","72,904","(+/-6,345)","93,287","(+/-7,090)","65,199","(+/-5,255)","79,288","(+/-5,886)","100,783","(+/-6,602)","87,210","(+/-8,302)"
People,"Residence 1 Year Ago","Same county","26,106","(+/-5,471)","33,039","(+/-4,708)","21,386","(+/-4,290)","16,541","(+/-3,014)","29,596","(+/-5,760)","30,762","(+/-5,017)","31,529","(+/-3,424)","27,629","(+/-4,536)","35,348","(+/-6,041)","41,377","(+/-5,044)","25,202","(+/-4,053)","50,467","(+/-6,595)","34,661","(+/-4,897)","35,502","(+/-10,607)","27,539","(+/-6,778)","28,874","(+/-4,035)","24,097","(+/-4,801)","35,251","(+/-5,222)","36,704","(+/-4,266)","41,960","(+/-5,864)","38,605","(+/-5,251)","52,225","(+/-5,804)","42,269","(+/-4,738)","35,744","(+/-4,578)","59,311","(+/-5,289)","54,290","(+/-6,351)"
People,"Residence 1 Year Ago","Different county","17,838","(+/-3,344)","19,052","(+/-4,160)","18,563","(+/-3,677)","21,677","(+/-5,009)","16,880","(+/-3,574)","17,759","(+/-3,102)","42,398","(+/-5,412)","14,576","(+/-3,405)","20,148","(+/-4,113)","49,240","(+/-5,715)","14,889","(+/-2,941)","50,894","(+/-6,342)","35,620","(+/-4,760)","18,022","(+/-4,226)","23,949","(+/-4,553)","24,634","(+/-3,832)","22,184","(+/-4,815)","35,679","(+/-4,258)","53,351","(+/-4,839)","48,262","(+/-4,890)","34,299","(+/-3,549)","41,062","(+/-4,351)","22,930","(+/-2,803)","43,544","(+/-4,258)","41,472","(+/-4,547)","32,920","(+/-5,006)"
People,"Residence 1 Year Ago","Same state","11,964","(+/-2,791)","14,837","(+/-3,632)","13,602","(+/-3,135)","17,477","(+/-4,842)","12,310","(+/-3,266)","10,810","(+/-2,551)","24,174","(+/-3,763)","7,060","(+/-1,851)","8,897","(+/-2,278)","20,143","(+/-4,771)","10,030","(+/-2,727)","19,081","(+/-3,725)","18,950","(+/-3,515)","13,114","(+/-3,813)","16,851","(+/-3,962)","16,339","(+/-3,445)","15,479","(+/-4,029)","24,175","(+/-3,862)","31,670","(+/-3,243)","36,552","(+/-4,337)","21,912","(+/-2,636)","23,452","(+/-3,090)","14,170","(+/-2,374)","32,581","(+/-3,420)","19,480","(+/-3,164)","23,897","(+/-4,130)"
People,"Residence 1 Year Ago","Different state","5,874","(+/-1,500)","4,215","(+/-1,836)","4,961","(+/-1,999)","4,200","(+/-1,347)","4,570","(+/-1,602)","6,949","(+/-1,874)","18,224","(+/-3,168)","7,516","(+/-2,815)","11,251","(+/-3,480)","29,097","(+/-3,999)","4,859","(+/-1,341)","31,813","(+/-5,381)","16,670","(+/-3,643)","4,908","(+/-1,592)","7,098","(+/-2,162)","8,295","(+/-1,845)","6,705","(+/-2,204)","11,504","(+/-2,513)","21,681","(+/-3,377)","11,710","(+/-2,511)","12,387","(+/-2,352)","17,610","(+/-2,530)","8,760","(+/-1,700)","10,963","(+/-2,650)","21,992","(+/-3,564)","9,023","(+/-2,529)"
People,"Residence 1 Year Ago",Abroad,"3,272","(+/-1,188)","4,033","(+/-1,573)","4,916","(+/-1,827)","3,091","(+/-1,134)","8,066","(+/-2,210)","10,335","(+/-2,453)","9,097","(+/-2,729)","5,823","(+/-1,801)","8,532","(+/-2,762)","10,830","(+/-3,470)","6,528","(+/-2,053)","13,661","(+/-2,836)","11,516","(+/-3,371)","9,049","(+/-2,271)","9,913","(+/-3,354)","9,370","(+/-3,196)","4,033","(+/-1,993)","3,597","(+/-1,175)","5,378","(+/-1,744)","5,108","(+/-1,823)","2,043",(+/-747),"4,400","(+/-1,346)","1,425",(+/-742),"3,301","(+/-1,261)","4,797","(+/-1,649)","5,306","(+/-2,531)"
Workers,"Employment Status","Population 16 years and over","647,506","(+/-8,510)","625,312","(+/-9,709)","630,981","(+/-14,021)","619,253","(+/-5,838)","598,793","(+/-13,913)","592,291","(+/-17,435)","607,482","(+/-16,810)","591,729","(+/-16,082)","574,450","(+/-14,715)","602,620","(+/-18,120)","611,597","(+/-9,739)","651,432","(+/-12,808)","616,344","(+/-17,192)","597,295","(+/-20,088)","556,445","(+/-14,055)","623,296","(+/-7,731)","605,258","(+/-5,668)","636,349","(+/-4,816)","652,915","(+/-4,200)","653,225","(+/-2,742)","640,319","(+/-4,115)","623,632","(+/-1,299)","626,973","(+/-6,258)","634,024","(+/-3,925)","630,833","(+/-1,700)","634,676","(+/-6,811)"
Workers,"Employment Status","In labor force","408,446","(+/-7,876)","414,724","(+/-8,873)","389,219","(+/-11,275)","393,362","(+/-7,254)","373,071","(+/-11,737)","372,834","(+/-12,080)","429,903","(+/-13,470)","347,226","(+/-12,392)","374,207","(+/-12,195)","412,517","(+/-13,282)","372,521","(+/-9,876)","466,719","(+/-10,254)","384,254","(+/-14,118)","374,092","(+/-15,086)","326,824","(+/-12,287)","412,392","(+/-6,936)","390,329","(+/-7,166)","398,354","(+/-7,245)","371,390","(+/-8,011)","412,943","(+/-6,593)","379,178","(+/-5,995)","386,178","(+/-5,167)","376,797","(+/-7,069)","375,757","(+/-6,095)","398,967","(+/-5,844)","390,332","(+/-7,807)"
Workers,"Employment Status","Civilian labor force","407,936","(+/-7,877)","414,051","(+/-8,855)","388,614","(+/-11,184)","393,035","(+/-7,413)","372,459","(+/-11,688)","372,624","(+/-12,100)","429,557","(+/-13,418)","346,876","(+/-12,354)","373,862","(+/-12,216)","412,399","(+/-13,290)","371,523","(+/-9,907)","466,648","(+/-10,267)","383,961","(+/-14,094)","373,677","(+/-15,124)","326,556","(+/-12,268)","412,150","(+/-6,887)","390,172","(+/-7,143)","395,355","(+/-7,266)","371,390","(+/-8,011)","411,627","(+/-6,573)","369,504","(+/-6,057)","384,626","(+/-5,308)","376,371","(+/-7,119)","373,401","(+/-6,231)","398,848","(+/-5,846)","390,104","(+/-7,805)"
Workers,"Employment Status",Employed,"393,610","(+/-7,991)","398,747","(+/-8,863)","372,678","(+/-10,943)","376,405","(+/-7,596)","351,333","(+/-11,561)","355,424","(+/-11,739)","406,322","(+/-12,528)","324,064","(+/-11,567)","352,220","(+/-11,142)","390,430","(+/-13,181)","353,683","(+/-9,997)","441,582","(+/-10,724)","343,785","(+/-12,302)","350,667","(+/-14,447)","293,876","(+/-12,008)","387,859","(+/-6,746)","376,370","(+/-7,039)","376,908","(+/-7,669)","353,595","(+/-8,175)","395,477","(+/-6,751)","357,684","(+/-6,370)","369,513","(+/-5,058)","361,977","(+/-7,220)","361,203","(+/-6,173)","381,345","(+/-6,215)","373,936","(+/-8,110)"
Workers,"Employment Status",Unemployed,"14,326","(+/-2,214)","15,304","(+/-2,111)","15,936","(+/-2,501)","16,630","(+/-2,960)","21,126","(+/-2,628)","17,200","(+/-2,738)","23,235","(+/-3,122)","22,812","(+/-2,897)","21,642","(+/-3,414)","21,969","(+/-2,821)","17,840","(+/-2,555)","25,066","(+/-3,676)","40,176","(+/-5,222)","23,010","(+/-3,124)","32,680","(+/-4,322)","24,291","(+/-3,024)","13,802","(+/-1,858)","18,447","(+/-2,662)","17,795","(+/-2,306)","16,150","(+/-2,305)","11,820","(+/-1,777)","15,113","(+/-2,241)","14,394","(+/-2,068)","12,198","(+/-1,913)","17,503","(+/-2,308)","16,168","(+/-2,823)"
Workers,"Employment Status","Armed Forces",510,(+/-482),673,(+/-434),605,(+/-523),327,(+/-476),612,(+/-555),210,(+/-198),346,(+/-389),350,(+/-341),345,(+/-431),118,(+/-138),998,(+/-307),71,(+/-116),293,(+/-338),415,(+/-528),268,(+/-261),242,(+/-305),157,(+/-237),"2,999",(+/-644),0,(+/-218),"1,316",(+/-610),"9,674","(+/-1,462)","1,552",(+/-714),426,(+/-420),"2,356","(+/-1,000)",119,(+/-135),228,(+/-197)
Workers,"Employment Status","Not in labor force","239,060","(+/-6,535)","210,588","(+/-7,370)","241,762","(+/-8,497)","225,891","(+/-7,941)","225,722","(+/-8,839)","219,457","(+/-9,378)","177,579","(+/-8,100)","244,503","(+/-8,531)","200,243","(+/-7,708)","190,103","(+/-9,253)","239,076","(+/-7,832)","184,713","(+/-8,523)","232,090","(+/-10,354)","223,203","(+/-14,109)","229,621","(+/-10,453)","210,904","(+/-7,900)","214,929","(+/-6,748)","237,995","(+/-6,903)","281,525","(+/-6,661)","240,282","(+/-6,239)","261,141","(+/-5,829)","237,454","(+/-5,176)","250,176","(+/-6,547)","258,267","(+/-5,651)","231,866","(+/-5,921)","244,344","(+/-7,353)"
Workers,"Employment Status","Civilian labor force","407,936","(+/-7,877)","414,051","(+/-8,855)","388,614","(+/-11,184)","393,035","(+/-7,413)","372,459","(+/-11,688)","372,624","(+/-12,100)","429,557","(+/-13,418)","346,876","(+/-12,354)","373,862","(+/-12,216)","412,399","(+/-13,290)","371,523","(+/-9,907)","466,648","(+/-10,267)","383,961","(+/-14,094)","373,677","(+/-15,124)","326,556","(+/-12,268)","412,150","(+/-6,887)","390,172","(+/-7,143)","395,355","(+/-7,266)","371,390","(+/-8,011)","411,627","(+/-6,573)","369,504","(+/-6,057)","384,626","(+/-5,308)","376,371","(+/-7,119)","373,401","(+/-6,231)","398,848","(+/-5,846)","390,104","(+/-7,805)"
Workers,"Employment Status","Unemployment Rate",3.5,(+/-0.5),3.7,(+/-0.5),4.1,(+/-0.6),4.2,(+/-0.7),5.7,(+/-0.7),4.6,(+/-0.7),5.4,(+/-0.7),6.6,(+/-0.8),5.8,(+/-0.8),5.3,(+/-0.7),4.8,(+/-0.7),5.4,(+/-0.8),10.5,(+/-1.2),6.2,(+/-0.8),10.0,(+/-1.3),5.9,(+/-0.7),3.5,(+/-0.5),4.7,(+/-0.7),4.8,(+/-0.6),3.9,(+/-0.6),3.2,(+/-0.5),3.9,(+/-0.6),3.8,(+/-0.5),3.3,(+/-0.5),4.4,(+/-0.6),4.1,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","388,155","(+/-7,715)","391,713","(+/-8,745)","364,420","(+/-10,745)","369,770","(+/-7,651)","344,263","(+/-11,647)","346,890","(+/-12,182)","397,639","(+/-12,489)","316,568","(+/-11,114)","342,735","(+/-11,026)","382,273","(+/-12,904)","345,899","(+/-10,109)","435,205","(+/-10,842)","332,655","(+/-12,143)","343,185","(+/-14,284)","281,434","(+/-11,953)","380,843","(+/-6,911)","370,335","(+/-7,042)","367,065","(+/-7,595)","346,032","(+/-7,924)","388,847","(+/-6,828)","359,743","(+/-6,354)","364,026","(+/-4,871)","356,114","(+/-7,153)","357,636","(+/-5,916)","373,120","(+/-6,575)","365,714","(+/-8,199)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","274,215","(+/-7,528)","296,409","(+/-8,261)","213,578","(+/-8,873)","234,598","(+/-8,582)","136,501","(+/-7,071)","98,291","(+/-5,841)","56,435","(+/-5,413)","74,463","(+/-4,750)","70,526","(+/-6,117)","23,772","(+/-2,854)","146,030","(+/-6,365)","23,477","(+/-3,800)","29,581","(+/-4,933)","86,940","(+/-7,336)","58,249","(+/-5,485)","188,157","(+/-7,659)","234,041","(+/-7,633)","245,381","(+/-8,556)","238,041","(+/-6,337)","275,239","(+/-7,405)","272,823","(+/-6,652)","267,078","(+/-5,919)","274,733","(+/-6,930)","273,697","(+/-6,598)","268,374","(+/-6,048)","260,505","(+/-7,974)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","24,183","(+/-3,934)","29,662","(+/-3,968)","29,020","(+/-3,956)","25,488","(+/-3,590)","22,848","(+/-3,748)","26,712","(+/-3,783)","10,183","(+/-2,186)","13,000","(+/-2,649)","14,438","(+/-2,466)","6,559","(+/-1,877)","28,083","(+/-3,724)","2,503","(+/-1,447)","5,195","(+/-1,708)","14,026","(+/-2,636)","9,075","(+/-1,959)","28,180","(+/-4,312)","29,307","(+/-3,630)","37,023","(+/-3,697)","30,045","(+/-3,272)","28,890","(+/-3,973)","34,574","(+/-3,597)","30,573","(+/-3,251)","29,689","(+/-2,647)","30,928","(+/-3,263)","29,489","(+/-3,518)","33,650","(+/-3,916)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","27,372","(+/-3,642)","21,597","(+/-2,913)","58,867","(+/-4,573)","51,086","(+/-4,295)","133,289","(+/-6,599)","156,324","(+/-7,701)","214,385","(+/-9,466)","162,196","(+/-7,410)","182,432","(+/-9,847)","191,150","(+/-9,983)","110,960","(+/-6,698)","190,254","(+/-10,712)","197,250","(+/-10,742)","177,974","(+/-8,845)","154,361","(+/-8,913)","85,644","(+/-5,297)","34,474","(+/-3,586)","13,245","(+/-2,388)","10,718","(+/-2,312)","9,721","(+/-1,749)","2,240",(+/-830),"4,324","(+/-1,379)","2,135",(+/-773),"1,256",(+/-506),"7,458","(+/-1,558)","13,128","(+/-2,616)"
Workers,"Commuting to Work",Walked,"7,896","(+/-1,924)","3,226","(+/-1,110)","8,887","(+/-2,134)","6,945","(+/-1,568)","13,146","(+/-2,091)","21,675","(+/-3,247)","25,940","(+/-3,526)","18,680","(+/-2,775)","20,967","(+/-2,656)","64,450","(+/-6,046)","15,521","(+/-2,525)","105,675","(+/-7,420)","42,122","(+/-5,508)","20,769","(+/-2,966)","23,797","(+/-3,927)","19,122","(+/-3,356)","7,533","(+/-1,603)","14,024","(+/-2,461)","14,514","(+/-2,276)","13,772","(+/-2,309)","15,275","(+/-2,453)","15,219","(+/-2,371)","13,014","(+/-1,696)","13,085","(+/-2,042)","10,246","(+/-1,894)","9,995","(+/-1,761)"
Workers,"Commuting to Work","Other means","4,174","(+/-1,339)","9,975","(+/-1,868)","7,045","(+/-1,728)","7,419","(+/-2,631)","8,083","(+/-1,792)","9,389","(+/-2,365)","16,452","(+/-2,915)","12,904","(+/-2,717)","10,420","(+/-2,010)","18,553","(+/-2,930)","9,121","(+/-1,773)","24,532","(+/-3,908)","14,162","(+/-2,279)","9,588","(+/-1,844)","15,206","(+/-3,422)","9,029","(+/-1,896)","8,475","(+/-1,769)","9,659","(+/-2,896)","8,605","(+/-1,541)","7,969","(+/-2,068)","4,400","(+/-1,007)","6,063","(+/-1,659)","5,427",(+/-978),"6,748","(+/-1,208)","7,648","(+/-1,682)","8,319","(+/-2,300)"
Workers,"Commuting to Work","Worked from home","50,315","(+/-4,201)","30,844","(+/-3,055)","47,023","(+/-3,694)","44,234","(+/-3,799)","30,396","(+/-3,792)","34,499","(+/-3,460)","74,244","(+/-5,695)","35,325","(+/-3,900)","43,952","(+/-3,880)","77,789","(+/-6,031)","36,184","(+/-3,632)","88,764","(+/-7,275)","44,345","(+/-4,674)","33,888","(+/-3,700)","20,746","(+/-3,033)","50,711","(+/-4,200)","56,505","(+/-4,932)","47,733","(+/-3,937)","44,109","(+/-3,234)","53,256","(+/-3,855)","30,431","(+/-3,155)","40,769","(+/-3,174)","31,116","(+/-3,186)","31,922","(+/-2,210)","49,905","(+/-3,589)","40,117","(+/-3,714)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",32.9,(+/-1.2),31.9,(+/-1.0),35.9,(+/-1.0),37.0,(+/-1.0),45.5,(+/-0.9),43.3,(+/-1.0),39.0,(+/-0.9),44.2,(+/-1.2),43.0,(+/-0.8),32.9,(+/-0.8),44.1,(+/-1.0),28.9,(+/-0.6),37.9,(+/-1.1),43.3,(+/-1.0),40.4,(+/-1.2),35.4,(+/-0.9),34.0,(+/-0.8),32.0,(+/-1.1),22.9,(+/-0.7),22.8,(+/-0.5),23.6,(+/-0.5),20.8,(+/-0.8),21.9,(+/-0.6),24.1,(+/-0.7),20.3,(+/-0.5),21.0,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over","393,610","(+/-7,991)","398,747","(+/-8,863)","372,678","(+/-10,943)","376,405","(+/-7,596)","351,333","(+/-11,561)","355,424","(+/-11,739)","406,322","(+/-12,528)","324,064","(+/-11,567)","352,220","(+/-11,142)","390,430","(+/-13,181)","353,683","(+/-9,997)","441,582","(+/-10,724)","343,785","(+/-12,302)","350,667","(+/-14,447)","293,876","(+/-12,008)","387,859","(+/-6,746)","376,370","(+/-7,039)","376,908","(+/-7,669)","353,595","(+/-8,175)","395,477","(+/-6,751)","357,684","(+/-6,370)","369,513","(+/-5,058)","361,977","(+/-7,220)","361,203","(+/-6,173)","381,345","(+/-6,215)","373,936","(+/-8,110)"
